,source,target,2000
0,Aruba,United Kingdom,42.53
1,Aruba,Panama,29.79
2,Aruba,Netherlands Antilles,29.61
3,Aruba,Netherlands,47.62
4,Aruba,Colombia,53.65
5,Aruba,Venezuela,12.41
6,Aruba,United States,443.88
7,United Kingdom,Germany,34788.51
8,United Kingdom,Japan,20692.73
9,United Kingdom,France,28475.98
10,United Kingdom,Netherlands,22833.75
11,United Kingdom,Ireland,19522.81
12,United Kingdom,United States,47823.0
13,Panama,Ecuador,244.15
14,Panama,Sweden,66.41
15,Panama,Japan,187.46
16,Panama,Costa Rica,39.2
17,Panama,Venezuela,224.08
18,Panama,Italy,25.58
19,Panama,United States,1120.38
20,Panama,Belgium,40.72
21,Netherlands,Germany,54912.53
22,Netherlands,United Kingdom,23074.34
23,Netherlands,France,22555.33
24,Netherlands,Italy,12621.4
25,Netherlands,United States,20319.08
26,Netherlands,Belgium,25134.09
27,Colombia,Japan,542.84
28,Colombia,Germany,434.17
29,Colombia,Mexico,549.04
30,Colombia,Brazil,509.66
31,Colombia,Peru,372.54
32,Colombia,Venezuela,1307.59
33,Colombia,United States,3902.64
34,Colombia,Ecuador,466.8
35,Venezuela,Netherlands Antilles,1735.84
36,Venezuela,Mexico,627.38
37,Venezuela,Brazil,1129.07
38,Venezuela,Italy,640.82
39,Venezuela,Colombia,1083.67
40,Venezuela,United States,5508.54
41,Venezuela,Dominican Republic,859.44
42,United States,Germany,29445.97
43,United States,Japan,64921.65
44,United States,Canada,178919.99
45,United States,Mexico,111338.63
46,United States,China,100012.9
47,United States,United Kingdom,41569.59
48,Anguila,Guyana,0.22
49,Anguila,Japan,3.82
50,Anguila,Netherlands Antilles,0.2
51,Anguila,Trinidad and Tobago,7.3
52,Anguila,Finland,3.64
53,Anguila,France,0.2
54,Anguila,United States,62.1
55,Anguila,Canada,0.3
56,Guyana,United Kingdom,99.05
57,Guyana,Japan,21.63
58,Guyana,Trinidad and Tobago,22.64
59,Guyana,Jamaica,28.0
60,Guyana,Venezuela,89.84
61,Guyana,United States,219.36
62,Guyana,Canada,113.96
63,Japan,"Other Asia, nes",17902.46
64,Japan,"Hong Kong, China",27183.3
65,Japan,China,55106.75
66,Japan,"Korea, Rep.",30700.38
67,Japan,United States,72149.79
68,Japan,Indonesia,16381.58
69,Trinidad and Tobago,Gabon,123.94
70,Trinidad and Tobago,United Kingdom,118.56
71,Trinidad and Tobago,Jamaica,334.39
72,Trinidad and Tobago,Barbados,206.07
73,Trinidad and Tobago,Venezuela,608.59
74,Trinidad and Tobago,France,159.58
75,Trinidad and Tobago,Spain,126.54
76,Trinidad and Tobago,Colombia,262.72
77,Trinidad and Tobago,United States,1170.38
78,Finland,Germany,5553.32
79,Finland,United Kingdom,4055.56
80,Finland,Sweden,3490.62
81,Finland,Russian Federation,3165.37
82,Finland,France,2285.73
83,Finland,United States,2398.07
84,France,Germany,44461.1
85,France,United Kingdom,29075.69
86,France,Italy,26429.49
87,France,Spain,20635.15
88,France,United States,26736.0
89,Canada,United Kingdom,3856.99
90,Canada,Japan,6111.29
91,Canada,China,7594.11
92,Canada,Germany,2121.44
93,Canada,Mexico,8142.0
94,Canada,United States,154497.37
95,Albania,Denmark,2.69
96,Albania,Germany,17.16
97,Albania,Bulgaria,25.91
98,Albania,Greece,288.02
99,Albania,"Serbia, FR(Serbia/Montenegro)",7.14
100,Albania,Italy,383.76
101,Albania,Turkey,58.28
102,Denmark,Germany,8252.69
103,Denmark,United Kingdom,4422.07
104,Denmark,Sweden,5375.27
105,Denmark,Norway,2669.84
106,Denmark,France,2282.72
107,Denmark,Netherlands,3321.84
108,Germany,United Kingdom,45763.13
109,Germany,France,62803.03
110,Germany,Netherlands,35495.58
111,Germany,Italy,33452.2
112,Germany,United States,42789.2
113,Bulgaria,Germany,434.94
114,Bulgaria,Greece,317.09
115,Bulgaria,France,316.16
116,Bulgaria,"Serbia, FR(Serbia/Montenegro)",376.32
117,Bulgaria,Russian Federation,1584.68
118,Bulgaria,Italy,549.66
119,Bulgaria,Turkey,494.61
120,Greece,Germany,1331.35
121,Greece,United Kingdom,684.43
122,Greece,France,2129.61
123,Greece,Netherlands,1715.66
124,Greece,Italy,3808.24
125,Greece,United States,631.41
126,Greece,Turkey,544.44
127,"Serbia, FR(Serbia/Montenegro)",Germany,177.41
128,"Serbia, FR(Serbia/Montenegro)",Bulgaria,323.54
129,"Serbia, FR(Serbia/Montenegro)",Bosnia and Herzegovina,174.38
130,"Serbia, FR(Serbia/Montenegro)",Switzerland,109.1
131,"Serbia, FR(Serbia/Montenegro)",North Macedonia,209.59
132,"Serbia, FR(Serbia/Montenegro)",Russian Federation,319.13
133,"Serbia, FR(Serbia/Montenegro)",Italy,389.77
134,Italy,Germany,36321.76
