,source,target,2008
0,Aruba,United Kingdom,51.4
1,Aruba,Panama,30.99
2,Aruba,Netherlands Antilles,11.42
3,Aruba,Netherlands,126.7
4,Aruba,Colombia,38.9
5,Aruba,United States,588.88
6,Aruba,Venezuela,16.79
7,United Kingdom,Germany,53919.2
8,United Kingdom,France,35571.7
9,United Kingdom,China,58220.7
10,United Kingdom,Netherlands,36450.55
11,United Kingdom,Ireland,34916.42
12,United Kingdom,United States,63856.14
13,Panama,Japan,646.55
14,Panama,Costa Rica,499.79
15,Panama,China,2424.35
16,Panama,Colombia,1409.74
17,Panama,"Other Asia, nes",1793.37
18,Panama,"Hong Kong, China",1416.31
19,Panama,United States,3624.06
20,Panama,Venezuela,2229.11
21,Panama,Dominican Republic,466.24
22,Netherlands Antilles,Germany,3.95
23,Netherlands Antilles,Netherlands,49.96
24,Netherlands Antilles,Venezuela,51.63
25,Netherlands Antilles,Panama,51.85
26,Netherlands Antilles,United States,566.11
27,Netherlands Antilles,Aruba,14.91
28,Netherlands,Germany,133509.59
29,Netherlands,United Kingdom,49490.83
30,Netherlands,China,36833.04
31,Netherlands,France,47707.81
32,Netherlands,Italy,28894.47
33,Netherlands,United States,39955.9
34,Netherlands,Belgium,63312.9
35,Colombia,Germany,1557.4
36,Colombia,Switzerland,945.5
37,Colombia,Mexico,3125.98
38,Colombia,Brazil,2328.42
39,Colombia,Peru,854.62
40,Colombia,China,4548.8
41,Colombia,United States,11583.02
42,Colombia,Venezuela,6091.56
43,Colombia,Ecuador,1499.56
44,United States,Germany,54672.14
45,United States,Japan,66573.42
46,United States,Canada,260890.17
47,United States,China,356304.56
48,United States,Mexico,151524.8
49,Venezuela,Netherlands Antilles,13198.06
50,Venezuela,"Other Asia, nes",2631.21
51,Venezuela,Mexico,2202.93
52,Venezuela,Brazil,1808.27
53,Venezuela,China,4527.52
54,Venezuela,Colombia,6903.38
55,Venezuela,United States,12651.31
56,Afghanistan,Japan,367.93
57,Afghanistan,India,132.0
58,Afghanistan,China,430.22
59,Afghanistan,United Arab Emirates,18.77
60,Afghanistan,Pakistan,489.14
61,Afghanistan,Uzbekistan,500.71
62,Afghanistan,Russian Federation,36.72
63,Afghanistan,"Iran, Islamic Rep.",18.2
64,Japan,United Arab Emirates,47052.34
65,Japan,"Other Asia, nes",46117.64
66,Japan,"Hong Kong, China",40294.05
67,Japan,China,143229.98
68,Japan,"Korea, Rep.",59492.56
69,Japan,Saudi Arabia,51116.47
70,Japan,Australia,47531.82
71,Japan,United States,78937.22
72,India,United Arab Emirates,19096.53
73,India,"Hong Kong, China",6770.55
74,India,China,31586.02
75,India,Saudi Arabia,22982.84
76,India,"Iran, Islamic Rep.",13791.49
77,India,United States,24487.13
78,India,Singapore,8853.9
79,China,Japan,116132.45
80,China,"Hong Kong, China",190729.03
81,China,Germany,59208.95
82,China,"Korea, Rep.",73931.99
83,China,China,92461.2
84,China,"Other Asia, nes",103338.1
85,China,United States,81585.56
86,United Arab Emirates,Japan,34486.28
87,United Arab Emirates,"Other Asia, nes",45403.19
88,United Arab Emirates,India,16873.68
89,United Arab Emirates,China,17356.07
90,United Arab Emirates,"Iran, Islamic Rep.",6615.77
91,United Arab Emirates,United States,12244.2
92,Pakistan,United Arab Emirates,2009.81
93,Pakistan,Germany,880.0
94,Pakistan,Afghanistan,1447.62
95,Pakistan,China,4738.06
96,Pakistan,Kuwait,3443.54
97,Pakistan,United Kingdom,1000.42
98,Pakistan,Saudi Arabia,5954.94
99,Pakistan,United States,2061.85
100,Russian Federation,Germany,33187.25
101,Russian Federation,Japan,18589.77
102,Russian Federation,Belarus,23696.97
103,Russian Federation,China,34768.72
104,Russian Federation,Italy,41955.81
105,Russian Federation,Netherlands,56944.28
106,Russian Federation,Turkey,27663.41
107,Russian Federation,United States,13818.23
108,Russian Federation,Ukraine,16246.44
109,Anguila,Guyana,5.41
110,Anguila,Netherlands Antilles,4.3
111,Anguila,Canada,5.72
112,Anguila,Trinidad and Tobago,39.32
113,Anguila,United Kingdom,0.21
114,Anguila,France,0.14
115,Anguila,United States,161.48
116,Guyana,Trinidad and Tobago,32.44
117,Guyana,Suriname,80.98
118,Guyana,Jamaica,44.37
119,Guyana,China,76.23
120,Guyana,Venezuela,167.42
121,Guyana,United Kingdom,140.41
122,Guyana,United States,376.68
123,Guyana,Canada,215.36
124,Canada,Germany,11975.26
125,Canada,Japan,10464.78
126,Canada,China,40152.2
127,Canada,Mexico,5517.02
128,Canada,United Kingdom,12268.16
129,Canada,United States,214046.44
130,Trinidad and Tobago,Gabon,586.38
131,Trinidad and Tobago,Brazil,1127.04
132,Trinidad and Tobago,Jamaica,1249.72
133,Trinidad and Tobago,Russian Federation,488.36
134,Trinidad and Tobago,Mexico,591.18
135,Trinidad and Tobago,Spain,1163.48
136,Trinidad and Tobago,Netherlands,563.74
137,Trinidad and Tobago,Colombia,760.38
138,Trinidad and Tobago,United States,2303.42
139,France,Germany,86841.53
140,France,China,45461.94
141,France,United Kingdom,46710.23
142,France,Italy,56494.22
143,France,Spain,45316.84
144,France,Belgium,45317.97
145,Albania,Germany,318.97
146,Albania,China,390.8
147,Albania,Greece,768.1
148,Albania,North Macedonia,38.81
149,Albania,"Serbia, FR(Serbia/Montenegro)",113.07
150,Albania,Italy,1390.07
151,Albania,Turkey,313.26
152,Germany,France,137703.13
153,Germany,China,90582.73
154,Germany,Netherlands,93291.76
155,Germany,United Kingdom,94502.66
156,Germany,Italy,68404.81
157,Germany,United States,69639.04
158,Greece,Germany,3014.5
159,Greece,France,4863.05
160,Greece,Bulgaria,2017.09
161,Greece,China,4865.08
162,Greece,Russian Federation,7107.98
163,Greece,Italy,10912.91
164,Greece,United States,1633.44
165,Greece,Cyprus,1952.09
166,North Macedonia,Germany,564.87
167,North Macedonia,Greece,511.7
168,North Macedonia,Bulgaria,379.29
169,North Macedonia,"Serbia, FR(Serbia/Montenegro)",533.06
170,North Macedonia,Russian Federation,932.02
171,North Macedonia,Italy,390.18
172,"Serbia, FR(Serbia/Montenegro)",Germany,1141.36
173,"Serbia, FR(Serbia/Montenegro)",Montenegro,1287.18
174,"Serbia, FR(Serbia/Montenegro)",Bosnia and Herzegovina,1338.75
175,"Serbia, FR(Serbia/Montenegro)",China,1829.23
176,"Serbia, FR(Serbia/Montenegro)",Russian Federation,550.96
177,"Serbia, FR(Serbia/Montenegro)",Italy,2184.45
178,"Serbia, FR(Serbia/Montenegro)",Hungary,815.35
179,Italy,Germany,69285.48
180,Italy,France,60975.94
181,Italy,China,34718.79
182,Italy,Netherlands,30178.01
183,Italy,United Kingdom,28424.58
184,Italy,Spain,35479.27
185,Italy,United States,33873.74
186,Italy,Libya,25604.56
187,Turkey,Germany,12951.75
188,Turkey,China,15658.21
189,Turkey,United Arab Emirates,7975.4
190,Turkey,United Kingdom,8158.67
191,Turkey,Russian Federation,31364.48
192,Turkey,France,6617.51
193,Turkey,Italy,10682.04
194,Turkey,United States,11977.02
195,Andorra,Germany,4.77
196,Andorra,Norway,3.66
197,Andorra,France,16.39
198,Andorra,China,62.52
199,Andorra,Italy,73.23
200,Andorra,Spain,1127.15
201,Norway,Germany,21009.45
202,Norway,United Kingdom,45775.45
203,Norway,Sweden,12564.02
204,Norway,Denmark,6055.35
205,Norway,China,5691.05
206,Norway,France,15799.14
207,Norway,Netherlands,17683.26
208,Spain,Germany,29357.78
209,Spain,United Kingdom,19743.92
210,Spain,France,50890.64
211,Spain,China,30277.93
212,Spain,Italy,32187.49
213,Spain,Portugal,24669.3
214,"Other Asia, nes",Japan,16827.63
215,"Other Asia, nes","Hong Kong, China",31236.27
216,"Other Asia, nes",China,30099.95
217,"Other Asia, nes","Korea, Rep.",12622.88
218,"Other Asia, nes",Saudi Arabia,14477.55
219,"Other Asia, nes",United States,25370.21
220,"Other Asia, nes",Singapore,11173.36
221,Argentina,Germany,2533.59
222,Argentina,Chile,4713.57
223,Argentina,China,7103.89
224,Argentina,Brazil,13273.28
225,Argentina,Netherlands,2961.68
226,Argentina,United States,6979.89
227,Chile,China,8151.18
228,Chile,"Korea, Rep.",3262.67
229,Chile,Brazil,3864.88
230,Chile,Japan,6340.51
231,Chile,Netherlands,3886.62
232,Chile,Argentina,5054.14
233,Chile,United States,11832.67
234,Brazil,Germany,8847.43
235,Brazil,Japan,7158.3
236,Brazil,China,21737.74
237,Brazil,Argentina,13859.24
238,Brazil,Netherlands,9982.18
239,Brazil,United States,27236.71
240,Armenia,Germany,183.61
241,Armenia,China,376.25
242,Armenia,Russian Federation,214.28
243,Armenia,Turkey,267.41
244,Armenia,Georgia,76.98
245,Armenia,Netherlands,130.91
246,Armenia,"Iran, Islamic Rep.",200.86
247,Armenia,Belgium,91.05
248,Armenia,Ukraine,309.99
249,Georgia,Germany,432.82
250,Georgia,Armenia,124.78
251,Georgia,Azerbaijan,607.64
252,Georgia,Russian Federation,424.65
253,Georgia,Turkey,262.9
254,Georgia,Canada,131.8
255,Georgia,Ukraine,654.84
256,Belgium,Germany,93191.91
257,Belgium,United Kingdom,34012.02
258,Belgium,France,82435.03
259,Belgium,Netherlands,57559.87
260,Belgium,United States,25594.26
261,Ukraine,Germany,7160.66
262,Ukraine,Poland,2338.21
263,Ukraine,Turkmenistan,5631.67
264,Ukraine,Belarus,2105.42
265,Ukraine,China,5599.7
266,Ukraine,Russian Federation,15735.24
267,Ukraine,Italy,2911.69
268,Ukraine,Turkey,4633.22
269,Australia,Germany,10003.69
270,Australia,Japan,42731.58
271,Australia,China,31588.26
272,Australia,India,11379.98
273,Australia,"Korea, Rep.",15485.8
274,Australia,Singapore,14230.99
275,Australia,United States,24256.28
276,"Korea, Rep.",Japan,28252.42
277,"Korea, Rep.",United Arab Emirates,19248.52
278,"Korea, Rep.","Hong Kong, China",19771.22
279,"Korea, Rep.",China,76926.97
280,"Korea, Rep.",Saudi Arabia,33781.94
281,"Korea, Rep.",United States,38555.95
282,"Korea, Rep.",Singapore,16292.97
283,Singapore,Japan,26416.24
284,Singapore,"Hong Kong, China",35169.39
285,Singapore,China,33797.29
286,Singapore,"Korea, Rep.",18135.06
287,Singapore,Indonesia,36770.21
288,Singapore,Malaysia,41144.67
289,Singapore,United States,37919.09
290,Austria,Germany,51167.59
291,Austria,Switzerland,7269.78
292,Austria,China,7318.97
293,Austria,France,6468.9
294,Austria,Italy,12119.0
295,Austria,Czech Republic,6224.04
296,Austria,United States,7646.75
297,Switzerland,Germany,40853.88
298,Switzerland,United Kingdom,15140.72
299,Switzerland,France,17568.15
300,Switzerland,Italy,20387.68
301,Switzerland,United States,21724.59
302,Czech Republic,Germany,44867.59
303,Czech Republic,Poland,9468.07
304,Czech Republic,Slovak Republic,7894.16
305,Czech Republic,China,12442.37
306,Czech Republic,United Kingdom,7020.77
307,Czech Republic,Russian Federation,9141.0
308,Czech Republic,France,7887.13
309,Azerbaijan,Germany,598.57
310,Azerbaijan,India,2432.5
311,Azerbaijan,China,478.53
312,Azerbaijan,Russian Federation,1349.74
313,Azerbaijan,France,2322.67
314,Azerbaijan,Italy,19220.14
315,Azerbaijan,Turkey,807.34
316,Azerbaijan,Israel,3605.83
317,Azerbaijan,United States,6014.26
318,Azerbaijan,Ukraine,567.23
319,Israel,"Hong Kong, China",4140.93
320,Israel,Switzerland,3974.71
321,Israel,India,2361.22
322,Israel,China,4244.01
323,Israel,Netherlands,2035.15
324,Israel,United States,8038.52
325,Israel,Belgium,4618.57
326,Burundi,Kenya,7.56
327,Burundi,Switzerland,21.74
328,Burundi,France,28.82
329,Burundi,China,23.15
330,Burundi,United Arab Emirates,61.75
331,Burundi,Uganda,30.26
332,Burundi,Belgium,8.6
333,Burundi,"Congo, Dem. Rep.",5.92
334,Kenya,Japan,649.33
335,Kenya,South Africa,678.17
336,Kenya,United Arab Emirates,1655.69
337,Kenya,Uganda,614.71
338,Kenya,Tanzania,424.87
339,Kenya,India,1309.55
340,Kenya,China,932.2
341,Kenya,United Kingdom,550.59
342,Kenya,Netherlands,380.13
343,Kenya,United States,299.6
344,Uganda,Kenya,164.63
345,Uganda,South Africa,305.18
346,Uganda,Rwanda,136.9
347,Uganda,United Arab Emirates,128.11
348,Uganda,Switzerland,155.71
349,Uganda,India,470.49
350,Uganda,China,365.78
351,Uganda,Fm Sudan,245.87
352,Benin,Thailand,102.26
353,Benin,Nigeria,88.35
354,Benin,China,227.4
355,Benin,India,38.4
356,Benin,France,288.2
357,Benin,Togo,120.39
358,Benin,Indonesia,24.59
359,Benin,Belgium,74.95
360,Thailand,Japan,19878.82
361,Thailand,United Arab Emirates,11165.18
362,Thailand,"Hong Kong, China",9938.04
363,Thailand,China,20045.77
364,Thailand,Malaysia,9677.68
365,Thailand,United States,11487.68
366,Thailand,Singapore,9987.65
367,Nigeria,Germany,1907.0
368,Nigeria,Belize,2000.15
369,Nigeria,India,7871.54
370,Nigeria,China,4292.32
371,Nigeria,France,3370.6
372,Nigeria,Brazil,5308.03
373,Nigeria,Netherlands,3295.12
374,Nigeria,United States,2313.08
375,Nigeria,Belgium,1593.52
376,Togo,South Africa,45.36
377,Togo,Nigeria,95.34
378,Togo,Cote d'Ivoire,185.19
379,Togo,France,201.23
380,Togo,Burkina Faso,94.49
381,Togo,China,179.24
382,Togo,Netherlands,245.26
383,Togo,Benin,68.38
384,Togo,Niger,53.8
385,Indonesia,Japan,27743.86
386,Indonesia,China,15249.2
387,Indonesia,"Korea, Rep.",9116.82
388,Indonesia,Singapore,12862.05
389,Indonesia,Malaysia,8923.15
390,Indonesia,United States,7897.98
391,Burkina Faso,Cote d'Ivoire,364.73
392,Burkina Faso,Switzerland,194.61
393,Burkina Faso,France,49.94
394,Burkina Faso,India,129.57
395,Burkina Faso,China,226.48
396,Burkina Faso,Mali,39.48
397,Burkina Faso,United States,133.71
398,Burkina Faso,Guinea,41.57
399,Burkina Faso,Singapore,53.34
400,Cote d'Ivoire,Thailand,354.5
401,Cote d'Ivoire,Nigeria,2305.18
402,Cote d'Ivoire,Germany,691.9
403,Cote d'Ivoire,France,1352.04
404,Cote d'Ivoire,China,540.2
405,Cote d'Ivoire,Venezuela,283.15
406,Cote d'Ivoire,Netherlands,1096.05
407,Cote d'Ivoire,United States,941.53
408,Mali,Cote d'Ivoire,346.92
409,Mali,China,342.09
410,Mali,Switzerland,49.03
411,Mali,France,464.81
412,Mali,South Africa,1390.11
413,Mali,Senegal,575.68
414,Mali,United States,221.36
415,Guinea,United Kingdom,144.34
416,Guinea,Switzerland,278.42
417,Guinea,France,349.85
418,Guinea,China,123.37
419,Guinea,Netherlands,377.59
420,Guinea,Russian Federation,151.31
421,Guinea,Spain,141.48
422,Guinea,Ireland,106.28
423,Guinea,Belgium,95.57
424,Bangladesh,Japan,1221.85
425,Bangladesh,Germany,2019.0
426,Bangladesh,India,3159.17
427,Bangladesh,China,4561.18
428,Bangladesh,Kuwait,1239.24
429,Bangladesh,United Kingdom,1332.15
430,Bangladesh,France,908.74
431,Bangladesh,Antarctica,1473.09
432,Bangladesh,United States,3610.29
433,Bangladesh,Indonesia,1418.03
434,Kuwait,Germany,1819.02
435,Kuwait,Japan,2384.44
436,Kuwait,India,536.32
437,Kuwait,Saudi Arabia,1393.29
438,Kuwait,China,2903.75
439,Kuwait,United Arab Emirates,691.19
440,Kuwait,United States,2674.51
441,Bulgaria,Germany,2045.84
442,Bulgaria,Romania,1631.16
443,Bulgaria,Greece,2230.54
444,Bulgaria,China,1964.05
445,Bulgaria,Russian Federation,6536.1
446,Bulgaria,Italy,2923.43
447,Bulgaria,Turkey,1979.82
448,Romania,Germany,8148.01
449,Romania,France,3673.7
450,Romania,Russian Federation,4951.81
451,Romania,Italy,9785.52
452,Romania,Hungary,2556.43
453,Romania,Turkey,3275.99
454,Bahrain,Japan,1015.77
455,Bahrain,Qatar,289.82
456,Bahrain,Saudi Arabia,780.37
457,Bahrain,China,1109.84
458,Bahrain,United Arab Emirates,415.84
459,Bahrain,Australia,853.45
460,Bahrain,United States,309.56
461,Qatar,Germany,2342.6
462,Qatar,Japan,23223.05
463,Qatar,"Korea, Rep.",13609.4
464,Qatar,China,2012.81
465,Qatar,United Arab Emirates,3366.01
466,Qatar,Italy,2053.19
467,Qatar,United States,2519.56
468,Qatar,Singapore,7352.37
469,Saudi Arabia,Germany,8432.23
470,Saudi Arabia,Japan,9346.55
471,Saudi Arabia,"Other Asia, nes",166362.46
472,Saudi Arabia,China,12414.05
473,Saudi Arabia,Qatar,1549.85
474,Saudi Arabia,"Korea, Rep.",5078.96
475,Saudi Arabia,United Arab Emirates,4585.69
476,Saudi Arabia,United States,15481.05
477,"Bahamas, The",Japan,26.32
478,"Bahamas, The",Netherlands Antilles,65.48
479,"Bahamas, The",Germany,30.85
480,"Bahamas, The",Trinidad and Tobago,36.39
481,"Bahamas, The",Venezuela,168.31
482,"Bahamas, The",France,25.27
483,"Bahamas, The",Netherlands,21.32
484,"Bahamas, The",United States,2817.88
485,"Bahamas, The",Canada,36.37
486,Bosnia and Herzegovina,Germany,680.28
487,Bosnia and Herzegovina,Croatia,2079.19
488,Bosnia and Herzegovina,Slovenia,720.67
489,Bosnia and Herzegovina,"Serbia, FR(Serbia/Montenegro)",1295.65
490,Bosnia and Herzegovina,Italy,1137.6
491,Croatia,Germany,1518.13
492,Croatia,Bosnia and Herzegovina,2177.81
493,Croatia,Slovenia,1712.5
494,Croatia,China,1885.83
495,Croatia,Russian Federation,3200.87
496,Croatia,Italy,5258.69
497,Croatia,Austria,815.66
498,Slovenia,Germany,5524.47
499,Slovenia,Croatia,2505.91
500,Slovenia,France,1909.25
501,Slovenia,China,1457.53
502,Slovenia,Italy,5596.73
503,Slovenia,Austria,2293.94
504,Belarus,Germany,2791.66
505,Belarus,Poland,1798.4
506,Belarus,China,1414.81
507,Belarus,Latvia,2140.99
508,Belarus,Russian Federation,10551.9
509,Belarus,Netherlands,5408.17
510,Belarus,Ukraine,2115.12
511,Poland,Germany,43104.49
512,Poland,Czech Republic,9803.72
513,Poland,France,10668.03
514,Poland,China,16797.91
515,Poland,United Kingdom,9900.62
516,Poland,Russian Federation,20544.99
517,Poland,Italy,13689.41
518,Latvia,Germany,750.13
519,Latvia,Sweden,613.92
520,Latvia,Poland,1131.51
521,Latvia,Estonia,1301.0
522,Latvia,Lithuania,1548.09
523,Latvia,Russian Federation,925.33
524,Belize,Netherlands Antilles,99.89
525,Belize,Mexico,78.51
526,Belize,Costa Rica,49.7
527,Belize,China,68.12
528,Belize,United Kingdom,57.93
529,Belize,Panama,74.46
530,Belize,Netherlands,8.81
531,Belize,United States,286.01
532,Belize,Trinidad and Tobago,7.82
533,Mexico,Germany,4998.08
534,Mexico,Japan,16282.45
535,Mexico,"Korea, Rep.",13527.29
536,Mexico,China,34690.32
537,Mexico,Brazil,3366.87
538,Mexico,Spain,4232.9
539,Mexico,United States,151746.43
540,Mexico,Canada,7083.68
541,Costa Rica,Japan,822.7
542,Costa Rica,"Hong Kong, China",390.85
543,Costa Rica,China,865.44
544,Costa Rica,Mexico,941.18
545,Costa Rica,Venezuela,692.34
546,Costa Rica,Nicaragua,399.47
547,Costa Rica,Netherlands,492.3
548,Costa Rica,United States,5846.37
549,Bermuda,United Kingdom,39.81
550,Bermuda,Canada,76.52
551,Bermuda,France,14.25
552,Bermuda,Venezuela,74.59
553,Bermuda,United States,815.43
554,Bolivia,Japan,501.74
555,Bolivia,Brazil,3047.52
556,Bolivia,"Korea, Rep.",812.57
557,Bolivia,Peru,292.65
558,Bolivia,China,445.11
559,Bolivia,Argentina,729.78
560,Bolivia,United States,553.05
561,Peru,Ecuador,1775.99
562,Peru,China,4069.49
563,Peru,Switzerland,3410.28
564,Peru,Brazil,2417.84
565,Peru,Japan,1860.03
566,Peru,Argentina,1582.0
567,Peru,United States,5647.49
568,Peru,Canada,1949.88
569,Barbados,United Kingdom,41.16
570,Barbados,Japan,63.2
571,Barbados,Trinidad and Tobago,43.03
572,Barbados,China,61.08
573,Barbados,St. Lucia,24.7
574,Barbados,Bunkers,89.26
575,Barbados,United States,642.25
576,St. Lucia,United Kingdom,24.81
577,St. Lucia,Japan,28.19
578,St. Lucia,St. Vincent and the Grenadines,4.87
579,St. Lucia,Trinidad and Tobago,38.11
580,St. Lucia,Barbados,23.14
581,St. Lucia,United States,279.07
582,Brunei,Japan,4566.56
583,Brunei,India,338.22
584,Brunei,"Korea, Rep.",1563.96
585,Brunei,Singapore,525.38
586,Brunei,China,177.76
587,Brunei,Australia,1095.76
