,source,target,2016
0,Aruba,United Kingdom,21.64
1,Aruba,Curaçao,5.53
2,Aruba,Netherlands,8.12
3,Aruba,Colombia,22.71
4,Aruba,Panama,18.32
5,Aruba,United States,488.9
6,Aruba,Venezuela,9.65
7,United Kingdom,Germany,43797.38
8,United Kingdom,France,26461.83
9,United Kingdom,China,59575.88
10,United Kingdom,Netherlands,25484.75
11,United Kingdom,Ireland,22901.41
12,United Kingdom,United States,57103.33
13,Netherlands,Germany,107318.6
14,Netherlands,United Kingdom,42895.47
15,Netherlands,China,35979.81
16,Netherlands,France,37957.17
17,Netherlands,United States,33469.12
18,Netherlands,Belgium,48189.12
19,Colombia,Germany,1707.68
20,Colombia,Panama,1912.11
21,Colombia,Mexico,3410.74
22,Colombia,Brazil,2117.35
23,Colombia,China,8631.42
24,Colombia,Spain,1159.38
25,Colombia,Netherlands,1206.37
26,Colombia,United States,11954.21
27,Colombia,Ecuador,1199.72
28,Panama,Mexico,1100.2
29,Panama,Costa Rica,736.86
30,Panama,Singapore,1762.18
31,Panama,China,3964.98
32,Panama,Colombia,1057.87
33,Panama,Free Zones,2425.47
34,Panama,United States,3876.18
35,Panama,Venezuela,596.55
36,United States,Germany,116259.43
37,United States,Japan,63245.05
38,United States,Canada,266701.92
39,United States,China,481310.45
40,United States,Mexico,230228.82
41,United States,United Kingdom,55188.79
42,Afghanistan,India,230.04
43,Afghanistan,Iraq,11.18
44,Afghanistan,Kazakhstan,621.62
45,Afghanistan,China,1092.71
46,Afghanistan,Pakistan,1198.76
47,Afghanistan,Uzbekistan,399.14
48,Afghanistan,"Iran, Islamic Rep.",18.82
49,Afghanistan,Turkey,12.15
50,India,United Arab Emirates,30041.76
51,India,"Hong Kong, China",13209.85
52,India,China,60483.1
53,India,Switzerland,14855.31
54,India,United Kingdom,8565.16
55,India,Saudi Arabia,18460.87
56,India,United States,20395.24
57,Kazakhstan,Germany,1443.52
58,Kazakhstan,China,3665.65
59,Kazakhstan,Switzerland,2687.77
60,Kazakhstan,Russian Federation,3509.16
61,Kazakhstan,Italy,834.33
62,Kazakhstan,Netherlands,3255.79
63,Kazakhstan,United States,1276.99
64,China,Japan,129268.49
65,China,"Hong Kong, China",287251.66
66,China,Germany,65214.03
67,China,"Korea, Rep.",93707.1
68,China,China,128059.54
69,China,"Other Asia, nes",138847.23
70,China,United States,135120.13
71,Pakistan,Japan,1961.4
72,Pakistan,United Arab Emirates,6202.09
73,Pakistan,China,13680.15
74,Pakistan,Germany,1186.25
75,Pakistan,Afghanistan,1369.77
76,Pakistan,United Kingdom,1557.63
77,Pakistan,United States,2006.82
78,Pakistan,Indonesia,2088.83
79,"Iran, Islamic Rep.",Germany,2533.5
80,"Iran, Islamic Rep.",United Arab Emirates,7417.42
81,"Iran, Islamic Rep.","Other Asia, nes",32448.55
82,"Iran, Islamic Rep.",China,10696.33
83,"Iran, Islamic Rep.","Korea, Rep.",3460.09
84,"Iran, Islamic Rep.",Iraq,6131.48
85,"Iran, Islamic Rep.",Turkey,2724.54
86,Turkey,Germany,15164.95
87,Turkey,Iraq,8496.08
88,Turkey,China,24852.47
89,Turkey,United Kingdom,11961.67
90,Turkey,Russian Federation,15467.24
91,Turkey,Italy,10701.29
92,Turkey,United States,11275.87
93,Angola,South Africa,1309.03
94,Angola,"Other Asia, nes",1136.07
95,Angola,China,1674.92
96,Angola,India,1948.85
97,Angola,Brazil,668.48
98,Angola,Portugal,1902.47
99,Angola,United States,1698.55
100,South Africa,Botswana,3732.8
101,South Africa,Germany,5338.87
102,South Africa,China,13605.72
103,South Africa,India,3120.46
104,South Africa,Saudi Arabia,2850.34
105,South Africa,United States,5016.68
106,"Other Asia, nes",Germany,8641.67
107,"Other Asia, nes",Japan,19573.74
108,"Other Asia, nes","Hong Kong, China",38394.88
109,"Other Asia, nes",China,44015.14
110,"Other Asia, nes","Korea, Rep.",14636.79
111,"Other Asia, nes",United States,28816.17
112,"Other Asia, nes",Singapore,16175.72
113,Brazil,Germany,4860.77
114,Brazil,China,24414.05
115,Brazil,"Korea, Rep.",5695.39
116,Brazil,Argentina,9445.95
117,Brazil,Netherlands,6954.51
118,Brazil,United States,25233.93
119,Portugal,Germany,6460.08
120,Portugal,France,6997.3
121,Portugal,Netherlands,3465.02
122,Portugal,United Kingdom,3915.43
123,Portugal,Spain,22508.08
124,Portugal,Italy,3741.06
125,Portugal,United States,2727.77
126,Albania,Germany,66.74
127,Albania,Greece,368.17
