,source,target,2011
0,Aruba,United Kingdom,56.68
1,Aruba,Curaçao,24.14
2,Aruba,Finland,45.56
3,Aruba,Netherlands,139.72
4,Aruba,Colombia,59.88
5,Aruba,United States,612.57
6,Aruba,Venezuela,30.13
7,United Kingdom,Germany,54137.87
8,United Kingdom,Switzerland,38653.41
9,United Kingdom,France,37636.12
10,United Kingdom,China,66039.71
11,United Kingdom,Netherlands,36815.19
12,United Kingdom,United States,61939.38
13,Finland,Germany,7410.03
14,Finland,Sweden,11858.85
15,Finland,China,3035.97
16,Finland,Netherlands,5223.95
17,Finland,United Kingdom,3796.32
18,Finland,Russian Federation,7321.42
19,Netherlands,Germany,137940.81
20,Netherlands,United Kingdom,44969.45
21,Netherlands,China,42957.01
22,Netherlands,France,50424.79
23,Netherlands,United States,32781.6
24,Netherlands,Belgium,67722.18
25,Colombia,Germany,2215.15
26,Colombia,Chile,2205.01
27,Colombia,Panama,1956.82
28,Colombia,China,8176.44
29,Colombia,Mexico,6059.03
30,Colombia,Brazil,2740.25
31,Colombia,Netherlands,2524.1
32,Colombia,United States,13663.34
33,United States,Germany,100675.93
34,United States,Japan,65791.78
35,United States,Canada,281237.17
36,United States,China,417340.26
37,United States,Mexico,198288.69
38,United States,United Kingdom,56009.02
39,Venezuela,"Other Asia, nes",12671.12
40,Venezuela,China,6496.96
41,Venezuela,Mexico,1820.87
42,Venezuela,Brazil,4606.42
43,Venezuela,Colombia,405.65
44,Venezuela,Panama,1777.94
45,Venezuela,United States,12778.64
46,Afghanistan,India,70.44
47,Afghanistan,Iraq,15.42
48,Afghanistan,China,577.18
49,Afghanistan,Pakistan,877.75
50,Afghanistan,Uzbekistan,732.45
51,Afghanistan,Russian Federation,33.03
52,Afghanistan,"Iran, Islamic Rep.",19.53
53,India,United Arab Emirates,37369.37
54,India,China,55483.03
55,India,Switzerland,31367.45
56,India,Saudi Arabia,28423.66
57,India,United States,22573.88
58,India,Singapore,15627.48
59,China,Japan,148268.71
60,China,"Hong Kong, China",267983.74
61,China,Germany,76400.0
62,China,"Korea, Rep.",82920.31
63,China,China,122614.38
64,China,"Other Asia, nes",124910.65
65,China,United States,123124.01
66,Pakistan,United Arab Emirates,1920.96
67,Pakistan,China,6470.65
68,Pakistan,Germany,1312.2
69,Pakistan,Afghanistan,2660.3
70,Pakistan,Malaysia,2727.99
71,Pakistan,Kuwait,3891.12
72,Pakistan,Saudi Arabia,4668.28
73,Pakistan,United States,3839.16
74,Russian Federation,Germany,37436.68
75,Russian Federation,Japan,15012.61
76,Russian Federation,China,48038.38
77,Russian Federation,Belarus,14508.64
78,Russian Federation,Italy,27898.67
79,Russian Federation,Netherlands,61240.03
80,Russian Federation,Ukraine,20000.47
81,"Iran, Islamic Rep.",Germany,3927.41
82,"Iran, Islamic Rep.",United Arab Emirates,4269.59
83,"Iran, Islamic Rep.","Other Asia, nes",61361.31
84,"Iran, Islamic Rep.",China,7044.68
85,"Iran, Islamic Rep.","Korea, Rep.",4494.05
