,source,target,2003
0,Aruba,United Kingdom,23.67
1,Aruba,Panama,10.5
2,Aruba,Netherlands Antilles,9.68
3,Aruba,Netherlands,28.31
4,Aruba,Colombia,9.95
5,Aruba,Venezuela,8.85
6,Aruba,United States,464.98
7,United Kingdom,Germany,33577.57
8,United Kingdom,France,30905.21
9,United Kingdom,China,23495.43
10,United Kingdom,Netherlands,21963.36
11,United Kingdom,Ireland,21114.49
12,United Kingdom,United States,42882.41
13,Panama,Sweden,49.87
14,Panama,Japan,193.23
15,Panama,Costa Rica,149.84
16,Panama,Spain,45.6
17,Panama,Colombia,122.91
18,Panama,United States,1096.36
19,Panama,Belgium,28.81
20,Netherlands,Germany,64216.03
21,Netherlands,United Kingdom,27099.92
22,Netherlands,France,26533.34
23,Netherlands,Italy,16008.43
24,Netherlands,United States,18374.24
25,Netherlands,Belgium,31037.43
26,Colombia,Mexico,358.16
27,Colombia,Brazil,769.0
28,Colombia,Peru,395.37
29,Colombia,China,688.67
30,Colombia,Venezuela,694.33
31,Colombia,United States,4112.71
32,Colombia,Ecuador,778.97
33,Venezuela,Germany,347.88
34,Venezuela,Netherlands Antilles,4140.92
35,Venezuela,Mexico,416.3
36,Venezuela,Brazil,555.49
37,Venezuela,Colombia,713.04
38,Venezuela,Netherlands,2058.88
39,Venezuela,United States,2754.01
40,United States,Germany,28830.85
41,United States,Japan,52003.77
42,United States,Canada,169920.17
43,United States,Mexico,97411.74
44,United States,China,163313.86
45,United States,United Kingdom,33827.04
46,Anguila,Guyana,0.97
47,Anguila,Japan,2.65
48,Anguila,Netherlands Antilles,0.56
49,Anguila,France,0.19
50,Anguila,Trinidad and Tobago,3.82
51,Anguila,United States,50.59
52,Anguila,Antigua and Barbuda,0.08
53,Guyana,United Kingdom,105.41
54,Guyana,Japan,20.73
55,Guyana,Netherlands Antilles,39.06
56,Guyana,Trinidad and Tobago,28.38
57,Guyana,Jamaica,26.52
58,Guyana,United States,177.62
59,Guyana,Canada,94.63
60,Japan,"Other Asia, nes",31236.38
61,Japan,"Hong Kong, China",29897.6
62,Japan,China,75471.96
63,Japan,"Korea, Rep.",34806.43
64,Japan,Australia,15079.35
65,Japan,United States,59996.9
66,Japan,Indonesia,16468.68
67,France,Germany,53413.85
68,France,United Kingdom,34405.12
69,France,Italy,33233.14
70,France,Spain,27372.32
71,France,Belgium,27477.42
72,Trinidad and Tobago,Germany,227.45
73,Trinidad and Tobago,Gabon,197.35
74,Trinidad and Tobago,Guyana,150.93
75,Trinidad and Tobago,Brazil,354.94
76,Trinidad and Tobago,Jamaica,356.01
77,Trinidad and Tobago,Barbados,205.08
78,Trinidad and Tobago,Venezuela,266.32
79,Trinidad and Tobago,France,233.0
80,Trinidad and Tobago,United States,1202.97
81,Albania,Germany,15.27
82,Albania,Greece,373.56
83,Albania,China,65.5
84,Albania,"Serbia, FR(Serbia/Montenegro)",10.48
85,Albania,Italy,624.02
86,Albania,Turkey,122.33
87,Albania,Austria,5.55
88,Germany,United Kingdom,62522.83
89,Germany,France,79186.81
90,Germany,Netherlands,46411.79
91,Germany,Italy,38102.92
92,Germany,United States,44063.98
93,Greece,Germany,1755.2
94,Greece,"Korea, Rep.",2479.41
95,Greece,France,3004.03
96,Greece,Bulgaria,833.08
97,Greece,United Kingdom,998.45
98,Greece,Russian Federation,2688.38
99,Greece,Italy,5624.79
100,Greece,United States,877.27
101,China,Japan,59408.7
102,China,"Hong Kong, China",76274.37
103,China,Germany,17442.11
104,China,"Korea, Rep.",20094.76
105,China,China,25094.3
106,China,"Other Asia, nes",49360.6
107,China,United States,33944.17
108,Italy,Germany,41823.07
109,Italy,United Kingdom,21006.89
110,Italy,France,37004.62
111,Italy,Netherlands,16635.3
112,Italy,Spain,14372.42
113,Italy,United States,24757.28
114,Turkey,Germany,7484.93
115,Turkey,United Kingdom,3670.09
116,Turkey,France,2826.14
117,Turkey,Russian Federation,5451.32
118,Turkey,Italy,5470.49
119,Turkey,United States,3753.87
120,Austria,Germany,28383.06
121,Austria,Switzerland,4939.35
122,Austria,France,3970.4
123,Austria,Italy,6432.35
124,Austria,United States,3536.07
125,Andorra,Germany,11.05
126,Andorra,Japan,71.21
127,Andorra,France,17.18
128,Andorra,Portugal,2.79
129,Andorra,Spain,761.67
130,Andorra,Italy,48.43
131,Andorra,Belgium,2.75
132,Portugal,Germany,4704.37
133,Portugal,United Kingdom,3272.41
134,Portugal,France,4195.98
135,Portugal,Spain,14168.72
136,Portugal,Italy,3023.32
137,Portugal,United States,1813.24
138,Spain,Germany,19147.74
139,Spain,United Kingdom,15068.09
140,Spain,France,31019.05
141,Spain,Netherlands,8475.37
142,Spain,Italy,19389.11
143,Spain,Portugal,15168.49
144,Belgium,Germany,49759.68
145,Belgium,United Kingdom,23246.74
146,Belgium,France,44109.48
147,Belgium,Netherlands,29926.01
148,Belgium,United States,13981.31
149,United Arab Emirates,Germany,3156.81
150,United Arab Emirates,Japan,12779.41
151,United Arab Emirates,"Other Asia, nes",8166.29
152,United Arab Emirates,India,3277.45
153,United Arab Emirates,China,3831.2
154,United Arab Emirates,"Iran, Islamic Rep.",2760.0
155,"Other Asia, nes",Germany,4986.23
156,"Other Asia, nes",Japan,12429.91
157,"Other Asia, nes","Hong Kong, China",30868.19
158,"Other Asia, nes",China,11017.89
159,"Other Asia, nes","Korea, Rep.",8738.16
160,"Other Asia, nes",United States,17047.65
161,"Other Asia, nes",Singapore,5274.59
162,India,"Hong Kong, China",3416.69
163,India,China,3615.13
164,India,Switzerland,3111.15
165,India,United Arab Emirates,4231.88
166,India,United Kingdom,2769.37
167,India,United States,5064.95
168,India,Belgium,3827.9
169,"Iran, Islamic Rep.",Germany,2815.99
170,"Iran, Islamic Rep.",United Arab Emirates,3079.8
171,"Iran, Islamic Rep.","Other Asia, nes",6044.72
172,"Iran, Islamic Rep.",France,1251.18
173,"Iran, Islamic Rep.",China,1410.15
174,"Iran, Islamic Rep.",Japan,7458.86
175,"Iran, Islamic Rep.",Italy,1620.91
176,Argentina,Germany,768.79
177,Argentina,Chile,3536.33
178,Argentina,China,720.75
179,Argentina,Brazil,4663.29
180,Argentina,Spain,1387.9
181,Argentina,Italy,443.52
182,Argentina,United States,2264.01
183,Chile,Japan,2425.38
184,Chile,China,1811.09
185,Chile,Brazil,2040.07
186,Chile,"Korea, Rep.",1086.52
187,Chile,Mexico,912.37
188,Chile,Argentina,3782.96
189,Chile,United States,2764.5
190,Brazil,Germany,3126.04
191,Brazil,Japan,2631.01
192,Brazil,China,2326.25
193,Brazil,Argentina,4949.24
194,Brazil,Netherlands,4106.47
195,Brazil,United States,10175.26
196,Armenia,United Kingdom,83.27
197,Armenia,Germany,43.7
198,Armenia,Israel,142.35
199,Armenia,Russian Federation,91.06
200,Armenia,United States,109.35
201,Armenia,Belgium,123.81
202,Israel,Germany,2730.94
203,Israel,United Kingdom,1224.54
204,Israel,"Hong Kong, China",1495.58
205,Israel,United States,5331.74
206,Israel,Belgium,2320.82
207,Russian Federation,Germany,10419.87
208,Russian Federation,China,3308.67
209,Russian Federation,Belarus,4879.86
210,Russian Federation,Italy,8514.86
211,Russian Federation,Netherlands,8673.74
212,Russian Federation,United States,2966.88
213,Russian Federation,Ukraine,4437.62
214,Australia,Germany,5459.21
215,Australia,United Kingdom,3706.98
216,Australia,Japan,12820.29
217,Australia,China,9832.37
218,Australia,New Zealand,5307.66
219,Australia,"Korea, Rep.",5267.09
220,Australia,United States,14194.3
221,New Zealand,Germany,982.61
222,New Zealand,Japan,1817.58
223,New Zealand,China,1663.06
224,New Zealand,Australia,4189.76
225,New Zealand,United Kingdom,793.29
226,New Zealand,United States,2185.74
227,"Korea, Rep.",Germany,6821.63
228,"Korea, Rep.",Japan,17276.11
229,"Korea, Rep.","Other Asia, nes",7044.55
230,"Korea, Rep.","Hong Kong, China",14653.7
231,"Korea, Rep.",China,21909.06
232,"Korea, Rep.",Saudi Arabia,9267.84
233,"Korea, Rep.",United States,24934.99
234,Switzerland,Germany,21834.88
235,Switzerland,France,9492.78
236,Switzerland,Netherlands,4872.99
237,Switzerland,United Kingdom,5108.81
238,Switzerland,Italy,10500.64
239,Switzerland,United States,8709.79
240,Azerbaijan,Germany,169.9
241,Azerbaijan,United Kingdom,286.48
242,Azerbaijan,Turkmenistan,188.36
243,Azerbaijan,Russian Federation,147.82
244,Azerbaijan,France,209.73
245,Azerbaijan,Italy,1345.95
246,Azerbaijan,Turkey,195.13
247,Azerbaijan,Georgia,111.46
248,Azerbaijan,Israel,138.11
249,Georgia,United Kingdom,123.74
250,Georgia,Switzerland,33.25
251,Georgia,Turkmenistan,54.91
252,Georgia,Armenia,30.68
253,Georgia,Russian Federation,83.93
254,Georgia,Turkey,82.55
255,Georgia,Azerbaijan,93.71
256,Georgia,United States,90.65
257,Burundi,Kenya,23.38
258,Burundi,Japan,14.79
259,Burundi,Rwanda,2.19
260,Burundi,Tanzania,19.84
261,Burundi,Switzerland,43.09
262,Burundi,Uganda,9.05
263,Burundi,United Kingdom,5.02
264,Burundi,Belgium,4.54
265,Burundi,Saint Helena,1.75
266,Kenya,United Kingdom,313.13
267,Kenya,South Africa,296.41
268,Kenya,United Arab Emirates,406.04
269,Kenya,Uganda,401.19
270,Kenya,Tanzania,199.65
271,Kenya,Pakistan,130.9
272,Kenya,Saudi Arabia,275.42
