,source,target,1995
0,Andorra,Germany,0.72
1,Andorra,Belgium-Luxembourg,0.4
2,Andorra,France,22.91
3,Andorra,Spain,408.5
4,Andorra,Italy,37.36
5,Andorra,Netherlands,0.39
6,Andorra,United States,40.98
7,Germany,France,61364.33
8,Germany,Netherlands,39894.32
9,Germany,United Kingdom,43299.14
10,Germany,Italy,39734.83
11,Germany,Belgium-Luxembourg,30734.68
12,Germany,United States,31616.52
13,Belgium-Luxembourg,Germany,34715.73
14,Belgium-Luxembourg,United Kingdom,13179.72
15,Belgium-Luxembourg,France,29229.84
16,Belgium-Luxembourg,Netherlands,21499.38
17,Belgium-Luxembourg,United States,8576.91
18,Belgium-Luxembourg,Special Categories,9544.73
19,France,Germany,50152.19
20,France,United Kingdom,26292.86
21,France,Belgium-Luxembourg,24506.21
22,France,Italy,27283.55
23,France,Spain,20880.1
24,France,United States,21320.19
25,Spain,Germany,13809.76
26,Spain,United Kingdom,7160.83
27,Spain,France,18401.47
28,Spain,Italy,10321.42
29,Spain,Portugal,7485.7
30,Spain,United States,7526.54
31,Italy,Germany,43236.43
32,Italy,United Kingdom,14288.77
33,Italy,France,30010.5
34,Italy,Netherlands,11226.27
35,Italy,Spain,11311.14
36,Italy,United States,9886.73
37,Netherlands,Germany,46123.32
38,Netherlands,United Kingdom,15182.98
39,Netherlands,Belgium-Luxembourg,17247.03
40,Netherlands,France,17636.57
41,Netherlands,United States,13291.96
42,Netherlands,Special Categories,15173.99
43,United States,Germany,38041.61
44,United States,Japan,64259.69
45,United States,Canada,126021.75
46,United States,Mexico,46309.29
47,United States,"Korea, Rep.",25413.12
48,United States,China,48505.59
49,United States,United Kingdom,28826.38
50,Argentina,Germany,1250.61
51,Argentina,Chile,1475.09
52,Argentina,France,1039.99
53,Argentina,Brazil,5484.1
54,Argentina,Italy,1258.99
55,Argentina,Netherlands,1191.25
56,Argentina,United States,4206.58
57,Chile,Germany,789.64
58,Chile,Japan,2840.19
59,Chile,Brazil,1063.9
60,Chile,"Korea, Rep.",891.17
61,Chile,United Kingdom,1044.23
62,Chile,Argentina,1384.49
63,Chile,United States,3792.84
64,Brazil,Germany,2158.17
65,Brazil,Japan,3101.56
66,Brazil,Argentina,5749.81
67,Brazil,Italy,3159.44
68,Brazil,Netherlands,2917.77
69,Brazil,United States,12751.77
70,Australia,Germany,3770.34
71,Australia,United Kingdom,3412.85
72,Australia,Japan,10731.91
73,Australia,New Zealand,3687.92
74,Australia,"Korea, Rep.",4037.32
75,Australia,China,2825.03
76,Australia,United States,12256.84
77,Australia,Singapore,2758.78
78,United Kingdom,Germany,28935.37
79,United Kingdom,Japan,14881.35
80,United Kingdom,France,21678.67
81,United Kingdom,Netherlands,17499.58
82,United Kingdom,Ireland,12011.63
83,United Kingdom,United States,29114.23
84,Japan,"Other Asia, nes",14350.19
85,Japan,"Hong Kong, China",27725.07
86,Japan,"Korea, Rep.",31225.96
87,Japan,China,36017.1
88,Japan,Australia,14558.43
89,Japan,United States,75900.48
90,Japan,Singapore,23011.42
91,New Zealand,Germany,664.41
92,New Zealand,United Kingdom,832.27
93,New Zealand,Japan,2229.46
94,New Zealand,"Korea, Rep.",708.74
95,New Zealand,Australia,3010.76
96,New Zealand,United States,2610.37
97,"Korea, Rep.",Germany,6583.82
98,"Korea, Rep.",Japan,17048.83
99,"Korea, Rep.","Hong Kong, China",10681.98
100,"Korea, Rep.",China,7400.93
101,"Korea, Rep.",Saudi Arabia,5432.07
102,"Korea, Rep.",United States,30418.72
103,"Korea, Rep.",Singapore,6689.33
104,China,Japan,28466.67
105,China,"Hong Kong, China",8590.67
106,China,Germany,5671.43
107,China,"Korea, Rep.",6687.8
108,China,"Other Asia, nes",14784.27
109,China,United States,16118.44
110,Singapore,Japan,9224.52
111,Singapore,Thailand,6828.18
112,Singapore,"Hong Kong, China",10132.42
113,Singapore,"Korea, Rep.",5405.43
114,Singapore,Malaysia,22679.67
115,Singapore,United States,18740.27
116,Austria,Germany,21523.42
117,Austria,Switzerland,3289.52
118,Austria,France,2393.67
119,Austria,Italy,5788.33
120,Austria,United States,2792.48
121,Austria,Special Categories,2106.23
122,Switzerland,Germany,19437.54
123,Switzerland,United Kingdom,4972.06
124,Switzerland,France,7776.15
125,Switzerland,Italy,8121.12
126,Switzerland,United States,5130.31
127,Burundi,Germany,4.82
128,Burundi,Belgium-Luxembourg,41.23
129,Burundi,Switzerland,18.96
130,Burundi,France,36.4
131,Burundi,Netherlands,15.07
132,Burundi,United Kingdom,32.81
133,Burundi,Saudi Arabia,23.24
134,Saudi Arabia,Germany,2209.07
135,Saudi Arabia,United Kingdom,2377.49
136,Saudi Arabia,Japan,6039.27
137,Saudi Arabia,Switzerland,1388.06
138,Saudi Arabia,France,2401.02
139,Saudi Arabia,Netherlands,1799.07
140,Saudi Arabia,United States,6043.61
141,Saudi Arabia,Special Categories,21403.99
142,Burkina Faso,Japan,24.82
143,Burkina Faso,Cote d'Ivoire,75.85
144,Burkina Faso,France,18.02
145,Burkina Faso,Togo,7.86
146,Burkina Faso,Ghana,3.95
147,Burkina Faso,Belgium-Luxembourg,23.36
148,Burkina Faso,Netherlands,7.11
149,Burkina Faso,United States,23.55
150,Cote d'Ivoire,Germany,208.23
151,Cote d'Ivoire,Japan,122.4
152,Cote d'Ivoire,France,748.44
153,Cote d'Ivoire,Italy,308.72
154,Cote d'Ivoire,Netherlands,538.99
155,Cote d'Ivoire,United States,118.62
156,Cote d'Ivoire,Nigeria,380.11
157,Togo,Germany,29.72
158,Togo,"Other Asia, nes",26.58
159,Togo,Cote d'Ivoire,42.6
160,Togo,Switzerland,42.74
161,Togo,France,114.36
162,Togo,Netherlands,29.64
163,Togo,Benin,24.77
164,Togo,Canada,27.35
165,Togo,Nigeria,50.93
166,Bangladesh,Germany,258.54
167,Bangladesh,"Korea, Rep.",462.36
168,Bangladesh,India,615.17
169,Bangladesh,China,472.02
170,Bangladesh,United Kingdom,279.91
171,Bangladesh,France,200.08
172,Bangladesh,Italy,193.08
173,Bangladesh,"Hong Kong, China",619.24
174,Bangladesh,United States,1204.83
175,India,Germany,1971.41
176,India,United Kingdom,2006.71
177,India,Japan,2208.88
178,India,"Hong Kong, China",1815.87
179,India,United States,3829.67
180,"Hong Kong, China",Japan,10594.9
181,"Hong Kong, China",China,69742.57
182,"Hong Kong, China",Germany,7500.28
183,"Hong Kong, China","Korea, Rep.",10147.43
184,"Hong Kong, China",United Kingdom,5588.82
185,"Hong Kong, China","Other Asia, nes",16710.73
186,"Hong Kong, China",United States,15428.56
187,Belize,United Kingdom,68.47
188,Belize,Netherlands Antilles,12.55
189,Belize,Canada,6.94
190,Belize,Germany,8.42
191,Belize,Mexico,4.53
192,Belize,United States,139.84
193,Canada,Germany,2417.09
194,Canada,United Kingdom,2835.24
195,Canada,Japan,8775.98
196,Canada,China,2525.42
197,Canada,Mexico,3900.74
198,Canada,United States,109809.92
199,Mexico,Germany,2686.27
200,Mexico,Japan,979.29
201,Mexico,Canada,1985.76
202,Mexico,France,980.49
203,Mexico,Brazil,800.17
204,Mexico,Spain,788.92
205,Mexico,United States,53973.14
206,Bermuda,United Kingdom,3.89
207,Bermuda,Japan,25.61
208,Bermuda,Canada,0.05
209,Bermuda,Aruba,20.37
210,Bermuda,United States,451.11
211,Bermuda,"Bahamas, The",0.03
212,Bolivia,Japan,171.67
213,Bolivia,Chile,104.72
214,Bolivia,Switzerland,81.0
215,Bolivia,Brazil,174.18
216,Bolivia,Peru,144.36
217,Bolivia,Argentina,117.39
218,Bolivia,United Kingdom,153.3
219,Bolivia,United States,312.59
220,Peru,Japan,455.47
221,Peru,China,349.02
222,Peru,Germany,331.91
223,Peru,Brazil,426.79
224,Peru,Venezuela,384.68
225,Peru,United Kingdom,409.5
226,Peru,Colombia,611.67
227,Peru,United States,1911.36
228,Central African Republic,Germany,7.62
229,Central African Republic,Japan,52.3
230,Central African Republic,Belgium-Luxembourg,75.49
231,Central African Republic,Cameroon,12.87
232,Central African Republic,France,30.21
233,Central African Republic,United Kingdom,2.07
234,Central African Republic,"Congo, Dem. Rep.",1.92
235,Cameroon,Germany,78.36
236,Cameroon,Japan,58.86
237,Cameroon,France,407.28
238,Cameroon,"Korea, Rep.",43.6
239,Cameroon,Italy,237.09
240,Cameroon,Belgium-Luxembourg,58.94
241,Cameroon,Spain,187.17
242,Cameroon,Netherlands,206.77
243,Cameroon,United States,83.42
244,"Congo, Rep.","Other Asia, nes",256.86
245,"Congo, Rep.",France,107.34
246,"Congo, Rep.",Italy,189.61
247,"Congo, Rep.",Free Zones,56.4
248,"Congo, Rep.",Netherlands,130.73
249,"Congo, Rep.",United States,44.57
250,"Congo, Rep.",Bunkers,50.8
251,Colombia,Germany,734.15
252,Colombia,Japan,1238.21
253,Colombia,Canada,541.43
254,Colombia,Peru,566.82
255,Colombia,Venezuela,966.97
256,Colombia,United States,4701.21
257,Colombia,Ecuador,427.76
258,Venezuela,Germany,521.24
259,Venezuela,Japan,473.67
260,Venezuela,Netherlands Antilles,927.23
261,Venezuela,Canada,457.28
262,Venezuela,Colombia,818.76
263,Venezuela,United Kingdom,531.77
264,Venezuela,Brazil,1683.9
265,Venezuela,United States,4594.49
266,Ecuador,Germany,190.4
267,Ecuador,Chile,194.38
268,Ecuador,Japan,361.13
269,Ecuador,"Korea, Rep.",290.37
270,Ecuador,Colombia,399.54
