,source,target,2004
0,Aruba,Panama,23.28
1,Aruba,Netherlands Antilles,8.89
2,Aruba,Netherlands,22.65
3,Aruba,Colombia,8.5
4,Aruba,Venezuela,11.73
5,Aruba,United States,483.5
6,Panama,Sweden,57.99
7,Panama,Japan,189.83
8,Panama,Netherlands Antilles,255.74
9,Panama,Costa Rica,177.08
10,Panama,Spain,45.0
11,Panama,Netherlands,38.78
12,Panama,United States,1048.89
13,Netherlands,Germany,75773.81
14,Netherlands,United Kingdom,32052.95
15,Netherlands,China,18082.78
16,Netherlands,France,30705.35
17,Netherlands,Italy,19446.38
18,Netherlands,United States,22684.25
19,Netherlands,Belgium,36606.94
20,Colombia,Mexico,525.07
21,Colombia,Brazil,1352.17
22,Colombia,Peru,544.25
23,Colombia,China,1244.73
24,Colombia,Venezuela,1623.04
25,Colombia,United States,4806.76
26,Colombia,Ecuador,1010.67
27,Venezuela,Netherlands Antilles,1202.98
28,Venezuela,Mexico,686.35
29,Venezuela,Brazil,1238.36
30,Venezuela,Colombia,1563.37
31,Venezuela,Italy,1007.68
32,Venezuela,United States,4579.27
33,Venezuela,Spain,540.18
34,United States,Germany,79143.13
35,United States,Japan,53568.57
36,United States,Canada,189878.78
37,United States,China,210500.13
38,United States,Mexico,110731.25
39,United States,United Kingdom,35900.25
40,Anguila,Guyana,0.21
41,Anguila,United Kingdom,5.71
42,Anguila,Netherlands Antilles,2.74
43,Anguila,France,0.29
44,Anguila,Trinidad and Tobago,7.11
45,Anguila,St. Lucia,0.49
46,Anguila,United States,63.24
47,Guyana,United Kingdom,64.56
48,Guyana,Japan,40.64
49,Guyana,Netherlands Antilles,63.09
50,Guyana,Trinidad and Tobago,37.47
51,Guyana,United States,197.13
52,Guyana,Canada,101.23
53,Guyana,Belgium,76.12
54,United Kingdom,Germany,40234.41
55,United Kingdom,France,34662.51
56,United Kingdom,China,30097.2
57,United Kingdom,Netherlands,22256.55
58,United Kingdom,Ireland,26185.61
59,United Kingdom,United States,45420.37
60,France,Germany,62210.7
61,France,United Kingdom,38671.33
62,France,Italy,38965.55
63,France,Spain,32026.36
64,France,Belgium,31713.37
65,Trinidad and Tobago,Germany,481.88
66,Trinidad and Tobago,United Kingdom,259.92
67,Trinidad and Tobago,Japan,187.2
68,Trinidad and Tobago,Brazil,509.09
69,Trinidad and Tobago,Jamaica,244.52
70,Trinidad and Tobago,Barbados,212.91
71,Trinidad and Tobago,Mexico,136.75
72,Trinidad and Tobago,France,165.77
73,Trinidad and Tobago,United States,1683.75
74,St. Lucia,United Kingdom,22.27
75,St. Lucia,Japan,14.52
76,St. Lucia,Trinidad and Tobago,9.69
77,St. Lucia,Barbados,14.64
78,St. Lucia,United States,180.81
79,St. Lucia,Dominican Republic,12.94
80,Albania,Germany,18.78
81,Albania,Greece,426.12
82,Albania,China,102.22
83,Albania,"Serbia, FR(Serbia/Montenegro)",29.49
84,Albania,Italy,749.81
85,Albania,Turkey,11.39
86,Germany,United Kingdom,75893.4
87,Germany,France,93594.21
88,Germany,Netherlands,56566.86
89,Germany,Italy,43487.08
90,Germany,United States,50013.34
91,Greece,Germany,2012.01
92,Greece,France,3382.08
93,Greece,Bulgaria,967.04
94,Greece,Netherlands,2933.75
95,Greece,United Kingdom,1157.58
96,Greece,Russian Federation,2863.87
97,Greece,Italy,6803.19
98,Greece,United States,807.77
99,China,Japan,73509.04
100,China,"Hong Kong, China",100868.57
101,China,Germany,23755.73
102,China,"Korea, Rep.",27811.56
103,China,China,38654.54
104,China,"Other Asia, nes",64759.32
105,China,United States,44747.87
106,"Serbia, FR(Serbia/Montenegro)",Germany,355.17
107,"Serbia, FR(Serbia/Montenegro)",Bosnia and Herzegovina,646.21
108,"Serbia, FR(Serbia/Montenegro)",Greece,163.99
109,"Serbia, FR(Serbia/Montenegro)",North Macedonia,259.11
