,source,target,2017
0,Aruba,Netherlands,8.63
1,Aruba,Colombia,27.86
2,Aruba,Panama,33.04
3,Aruba,United States,662.8
4,Aruba,Venezuela,11.89
5,Netherlands,Germany,120674.25
6,Netherlands,United Kingdom,44297.08
7,Netherlands,China,40790.61
8,Netherlands,France,42559.57
9,Netherlands,United States,34911.65
10,Netherlands,Belgium,54364.26
11,Colombia,Germany,1874.0
12,Colombia,Panama,2584.23
13,Colombia,China,8754.46
14,Colombia,Mexico,1536.66
15,Colombia,Brazil,2286.01
16,Colombia,Netherlands,1542.3
17,Colombia,United States,12096.15
18,Panama,Mexico,943.12
19,Panama,Costa Rica,736.75
20,Panama,Singapore,1519.08
21,Panama,China,4355.5
22,Panama,Colombia,953.45
23,Panama,Free Zones,2787.32
24,Panama,United States,4059.51
25,Panama,Dominican Republic,526.17
26,United States,Germany,119962.97
27,United States,Japan,67582.5
28,United States,Canada,282450.32
29,United States,China,525764.71
30,United States,Mexico,243507.47
31,United States,United Kingdom,56242.32
32,Afghanistan,India,356.14
33,Afghanistan,Iraq,14.56
34,Afghanistan,Kazakhstan,866.77
35,Afghanistan,China,1179.3
36,Afghanistan,Pakistan,1293.22
37,Afghanistan,Uzbekistan,560.53
38,Afghanistan,"Iran, Islamic Rep.",18.11
39,Afghanistan,Turkey,22.01
40,India,United Arab Emirates,28636.26
41,India,"Hong Kong, China",15020.62
42,India,China,71922.75
43,India,Switzerland,20404.65
44,India,Saudi Arabia,21086.85
45,India,United States,24086.16
46,India,Singapore,11559.94
47,Kazakhstan,Germany,1485.12
48,Kazakhstan,China,4695.0
49,Kazakhstan,Switzerland,3100.69
50,Kazakhstan,Russian Federation,4639.04
51,Kazakhstan,Italy,945.91
52,Kazakhstan,Netherlands,4747.9
53,Kazakhstan,United States,1254.37
54,China,Vietnam,71617.25
55,China,Japan,137258.93
56,China,"Hong Kong, China",279210.55
57,China,"Korea, Rep.",102703.78
58,China,China,132369.37
59,China,"Other Asia, nes",155961.3
60,China,United States,154441.86
61,Pakistan,United Arab Emirates,7523.99
62,Pakistan,China,15383.4
63,Pakistan,Germany,1286.49
64,Pakistan,Afghanistan,1390.08
65,Pakistan,United Kingdom,1634.96
66,Pakistan,Saudi Arabia,2730.37
67,Pakistan,United States,2842.55
68,Pakistan,Indonesia,2583.27
69,"Iran, Islamic Rep.",Germany,3072.07
70,"Iran, Islamic Rep.",United Arab Emirates,6696.66
71,"Iran, Islamic Rep.","Other Asia, nes",44827.38
72,"Iran, Islamic Rep.",China,13115.14
73,"Iran, Islamic Rep.","Korea, Rep.",3681.6
74,"Iran, Islamic Rep.",Iraq,6425.02
75,"Iran, Islamic Rep.",Turkey,3182.89
76,Turkey,Germany,16356.39
77,Turkey,Iraq,10109.83
78,Turkey,China,23753.64
79,Turkey,United Arab Emirates,9267.01
80,Turkey,United Kingdom,9932.54
81,Turkey,Russian Federation,20097.03
82,Turkey,Italy,12119.73
83,Turkey,United States,12289.08
84,Angola,South Africa,1342.55
85,Angola,"Other Asia, nes",1388.77
86,Angola,China,2134.79
87,Angola,India,2890.06
88,Angola,Brazil,870.25
89,Angola,Portugal,2561.56
90,Angola,Canada,1079.68
91,Angola,United States,1049.18
92,South Africa,Germany,5814.75
93,South Africa,China,15233.75
94,South Africa,India,3916.79
95,South Africa,Japan,4162.5
96,South Africa,Saudi Arabia,3849.9
97,South Africa,United States,5503.84
98,"Other Asia, nes",Germany,9206.26
99,"Other Asia, nes",Japan,20817.34
100,"Other Asia, nes","Hong Kong, China",41278.67
101,"Other Asia, nes",China,50081.52
102,"Other Asia, nes","Korea, Rep.",16913.96
103,"Other Asia, nes",United States,30542.18
104,"Other Asia, nes",Singapore,17656.56
105,Brazil,Germany,9776.47
106,Brazil,China,29094.84
107,Brazil,"Korea, Rep.",5481.71
108,Brazil,Japan,5261.21
109,Brazil,Argentina,9806.85
110,Brazil,Netherlands,7416.92
111,Brazil,United States,29288.18
112,Portugal,Germany,7066.93
113,Portugal,France,7803.44
114,Portugal,Netherlands,4226.34
115,Portugal,United Kingdom,4119.69
116,Portugal,Spain,25424.36
117,Portugal,Italy,4263.7
118,Portugal,United States,3211.98
119,Canada,Germany,13856.53
120,Canada,Japan,9120.76
121,Canada,China,54652.26
122,Canada,Mexico,6053.38
123,Canada,United Kingdom,13633.12
124,Canada,United States,222572.82
125,Albania,Germany,91.6
126,Albania,Greece,421.1
127,Albania,China,417.44
128,Albania,"Serbia, FR(Serbia/Montenegro)",217.22
129,Albania,Italy,1512.15
130,Albania,Turkey,428.34
131,Albania,Spain,126.39
132,Germany,China,114649.36
133,Germany,France,116981.74
134,Germany,Netherlands,87375.49
