,source,target,2014
0,Aruba,United Kingdom,40.8
1,Aruba,Curaçao,25.15
2,Aruba,Netherlands,7.04
3,Aruba,Colombia,35.96
4,Aruba,Panama,45.18
5,Aruba,United States,718.14
6,Aruba,Venezuela,14.37
7,United Kingdom,Germany,52026.09
8,United Kingdom,Switzerland,35132.6
9,United Kingdom,France,32494.14
10,United Kingdom,China,64147.25
11,United Kingdom,Netherlands,36737.71
12,United Kingdom,United States,58616.73
13,Netherlands,Germany,138757.28
14,Netherlands,United Kingdom,48817.62
15,Netherlands,China,47037.45
16,Netherlands,France,47148.31
17,Netherlands,United States,36222.28
18,Netherlands,Belgium,63111.3
19,Colombia,Germany,2530.98
20,Colombia,Panama,3615.46
21,Colombia,China,11790.39
22,Colombia,India,2738.7
23,Colombia,Mexico,5272.63
24,Colombia,Brazil,2465.56
25,Colombia,Spain,3263.41
26,Colombia,United States,18256.28
27,Panama,Mexico,991.11
28,Panama,Costa Rica,699.89
29,Panama,Singapore,2031.5
30,Panama,China,4828.3
31,Panama,Colombia,1854.81
32,Panama,Free Zones,3551.34
33,Panama,United States,4410.56
34,Panama,Venezuela,1458.8
35,United States,Germany,125532.37
36,United States,Japan,66825.97
37,United States,Canada,312371.47
38,United States,China,486296.24
39,United States,Mexico,240247.09
40,United States,United Kingdom,53808.15
41,Afghanistan,Japan,258.85
42,Afghanistan,India,159.98
43,Afghanistan,Germany,17.05
44,Afghanistan,China,1038.2
45,Afghanistan,Pakistan,1327.93
46,Afghanistan,"Iran, Islamic Rep.",33.35
47,Japan,United Arab Emirates,41595.45
48,Japan,"Other Asia, nes",39959.02
49,Japan,"Hong Kong, China",38143.17
50,Japan,China,181294.16
51,Japan,"Korea, Rep.",51520.34
52,Japan,Saudi Arabia,47414.45
53,Japan,Australia,48117.72
54,Japan,United States,73045.28
55,India,United Arab Emirates,32919.6
56,India,"Hong Kong, China",13412.02
57,India,China,58230.55
58,India,Switzerland,21133.06
59,India,Saudi Arabia,32703.51
60,India,United States,20439.73
61,Germany,China,107580.16
62,Germany,France,133478.43
63,Germany,Netherlands,93045.61
64,Germany,United Kingdom,104888.48
65,Germany,Italy,64116.16
66,Germany,United States,67526.62
67,China,Japan,149391.34
68,China,"Hong Kong, China",363077.14
69,China,Germany,72703.05
70,China,"Korea, Rep.",100333.45
71,China,China,144880.44
72,China,"Other Asia, nes",152007.13
73,China,United States,160064.51
74,Pakistan,United Arab Emirates,1324.08
75,Pakistan,China,9588.42
76,Pakistan,Afghanistan,1879.14
77,Pakistan,Kuwait,2954.98
78,Pakistan,United Kingdom,1654.64
79,Pakistan,Saudi Arabia,4417.35
80,Pakistan,United States,3646.51
81,Pakistan,Indonesia,2107.23
82,"Iran, Islamic Rep.",United Arab Emirates,4063.54
83,"Iran, Islamic Rep.","Other Asia, nes",49994.23
84,"Iran, Islamic Rep.",China,12718.9
85,"Iran, Islamic Rep.","Korea, Rep.",4416.77
86,"Iran, Islamic Rep.",Iraq,6484.53
87,"Iran, Islamic Rep.",India,3782.55
88,"Iran, Islamic Rep.",Turkey,3873.29
89,Angola,China,3428.51
90,Angola,India,4507.42
91,Angola,Brazil,1563.69
92,Angola,Singapore,2515.38
93,Angola,Spain,3726.46
94,Angola,Portugal,4781.92
95,Angola,United States,2293.68
96,Angola,Canada,2719.65
97,Brazil,Germany,14324.75
98,Brazil,China,39351.98
99,Brazil,Japan,6717.46
100,Brazil,Argentina,14574.26
