,source,target,1998
0,Albania,Germany,11.9
1,Albania,Bulgaria,21.86
2,Albania,Greece,231.16
3,Albania,Italy,363.69
4,Albania,Turkey,27.56
5,Albania,United States,3.46
6,Albania,Austria,3.32
7,Germany,United Kingdom,45415.3
8,Germany,France,58830.3
9,Germany,Netherlands,36343.68
10,Germany,Italy,36395.73
11,Germany,United States,37387.17
12,Bulgaria,Germany,448.61
13,Bulgaria,Greece,295.06
14,Bulgaria,Russian Federation,1003.19
15,Bulgaria,Italy,385.12
16,Bulgaria,Turkey,341.22
17,Bulgaria,Ukraine,327.48
18,Greece,Germany,1994.04
19,Greece,United Kingdom,756.18
20,Greece,France,504.8
21,Greece,Netherlands,1874.69
22,Greece,Italy,4823.93
23,Greece,United States,516.08
24,Italy,Germany,39892.1
25,Italy,United Kingdom,17435.64
26,Italy,France,30901.58
27,Italy,Netherlands,13317.23
28,Italy,Spain,14040.79
29,Italy,United States,10885.32
30,Turkey,Germany,5449.08
31,Turkey,United Kingdom,1710.18
32,Turkey,France,3033.23
33,Turkey,Russian Federation,1347.47
34,Turkey,Italy,4234.79
35,Turkey,United States,4043.45
36,United States,Germany,26633.98
37,United States,Japan,57884.42
38,United States,Canada,154148.09
39,United States,Mexico,78996.88
40,United States,China,75094.92
41,United States,United Kingdom,39068.59
42,Austria,Germany,22155.86
43,Austria,Switzerland,3347.61
44,Austria,France,2694.46
45,Austria,Italy,5457.58
46,Austria,United States,3285.84
47,Austria,Hungary,3045.49
48,Andorra,Germany,47.2
49,Andorra,Japan,4.9
50,Andorra,Belgium-Luxembourg,1.26
51,Andorra,France,17.08
52,Andorra,Spain,448.04
53,Andorra,Italy,39.95
54,Andorra,Netherlands,1.61
55,Japan,"Other Asia, nes",25600.22
56,Japan,"Hong Kong, China",22602.19
57,Japan,China,37088.49
58,Japan,Germany,19076.23
59,Japan,"Korea, Rep.",12076.01
60,Japan,Australia,13014.27
61,Japan,United States,67479.59
62,Japan,Indonesia,10843.62
63,Belgium-Luxembourg,Germany,34900.33
64,Belgium-Luxembourg,United Kingdom,17730.44
65,Belgium-Luxembourg,France,32474.02
66,Belgium-Luxembourg,Netherlands,22417.56
67,Belgium-Luxembourg,Italy,10513.33
68,Belgium-Luxembourg,United States,13345.45
69,France,Germany,48001.09
70,France,United Kingdom,30107.58
71,France,Belgium-Luxembourg,22114.72
72,France,Italy,28406.4
73,France,Spain,26216.62
74,France,United States,25348.75
75,Spain,Germany,14891.01
76,Spain,United Kingdom,9201.21
77,Spain,France,21267.78
