,source,target,1999
0,Albania,Denmark,5.17
1,Albania,Germany,23.26
2,Albania,Greece,268.12
3,Albania,Italy,386.25
4,Albania,Turkey,58.47
5,Albania,Austria,6.07
6,Albania,United States,31.45
7,Denmark,Germany,9118.43
8,Denmark,United Kingdom,4321.8
9,Denmark,Sweden,5454.86
10,Denmark,Norway,2765.76
11,Denmark,France,2545.98
12,Denmark,Netherlands,3499.52
13,Germany,United Kingdom,44844.39
14,Germany,France,61159.78
15,Germany,Netherlands,34932.24
16,Germany,Italy,35002.09
17,Germany,United States,37943.93
18,Greece,Germany,1823.14
19,Greece,United Kingdom,740.54
20,Greece,France,476.03
21,Greece,Netherlands,1961.52
22,Greece,Italy,4781.87
23,Greece,United States,597.34
24,Italy,Germany,39031.96
25,Italy,United Kingdom,16855.14
26,Italy,France,30766.28
27,Italy,Netherlands,13603.47
28,Italy,Spain,15055.72
29,Italy,United States,10565.67
30,Turkey,Germany,5474.53
31,Turkey,France,1573.19
32,Turkey,United Kingdom,1829.36
33,Turkey,Russian Federation,2374.1
34,Turkey,Italy,3192.05
35,Turkey,United States,3080.26
36,Austria,Germany,21176.41
37,Austria,Switzerland,3507.18
38,Austria,France,2692.76
39,Austria,Netherlands,2192.1
40,Austria,United Kingdom,2710.64
41,Austria,Italy,5196.97
42,Austria,United States,3550.87
43,United States,Germany,26786.59
44,United States,Japan,57480.84
45,United States,Canada,163903.55
46,United States,Mexico,87041.71
47,United States,China,87775.12
48,United States,United Kingdom,38337.46
49,Andorra,Germany,45.16
50,Andorra,Japan,36.9
51,Andorra,Switzerland,0.83
52,Andorra,France,13.1
53,Andorra,Russian Federation,0.6
54,Andorra,Spain,476.01
55,Andorra,Italy,44.69
56,Andorra,Belgium,0.53
57,Japan,"Other Asia, nes",12797.03
58,Japan,"Hong Kong, China",22020.85
59,Japan,China,42853.07
60,Japan,"Korea, Rep.",22890.55
61,Japan,Australia,12806.52
62,Japan,United States,67530.49
63,Switzerland,Germany,18112.4
64,Switzerland,United Kingdom,4392.41
65,Switzerland,France,7415.52
66,Switzerland,Italy,7733.02
67,Switzerland,United States,5652.62
68,France,Germany,46587.42
69,France,United Kingdom,30548.55
70,France,Italy,27574.26
71,France,Spain,20335.35
72,France,United States,25186.52
73,Russian Federation,Germany,6202.24
74,Russian Federation,Belarus,3236.0
75,Russian Federation,Italy,3754.98
76,Russian Federation,United States,2389.41
77,Russian Federation,Special Categories,10137.41
78,Russian Federation,Ukraine,2528.36
79,Spain,Germany,14647.13
80,Spain,United Kingdom,9308.19
81,Spain,France,21748.21
82,Spain,Italy,13827.05
83,Spain,Portugal,11168.08
84,Spain,United States,8136.87
85,Belgium,Germany,31722.83
86,Belgium,United Kingdom,18005.83
87,Belgium,France,31964.54
88,Belgium,Netherlands,22842.21
89,Belgium,Italy,9977.2
90,Belgium,United States,12392.71
91,United Arab Emirates,Germany,1845.33
92,United Arab Emirates,United Kingdom,2094.69
93,United Arab Emirates,Japan,8112.72
94,United Arab Emirates,"Other Asia, nes",5933.79
95,United Arab Emirates,India,1983.82
96,United Arab Emirates,United States,2570.65
97,United Arab Emirates,"Iran, Islamic Rep.",1050.69
98,United Kingdom,Germany,29636.01
99,United Kingdom,Japan,15267.43
100,United Kingdom,France,24847.47
101,United Kingdom,Netherlands,20274.39
102,United Kingdom,Ireland,17423.37
103,United Kingdom,United States,35562.15
104,"Other Asia, nes",Germany,4022.49
105,"Other Asia, nes",Japan,11823.46
106,"Other Asia, nes","Hong Kong, China",26341.52
107,"Other Asia, nes","Korea, Rep.",7208.96
108,"Other Asia, nes",China,4534.92
109,"Other Asia, nes",Netherlands,4154.4
110,"Other Asia, nes",United States,19776.59
111,India,United Kingdom,2043.56
112,India,"Hong Kong, China",2503.53
113,India,Germany,1743.29
114,India,United Arab Emirates,2087.76
115,India,Saudi Arabia,3033.2
116,India,United States,3583.38
117,India,Belgium,3701.63
118,India,Nigeria,2944.6
119,"Iran, Islamic Rep.",Germany,423.0
120,"Iran, Islamic Rep.",South Africa,721.13
121,"Iran, Islamic Rep.",United Arab Emirates,878.19
122,"Iran, Islamic Rep.",France,685.39
123,"Iran, Islamic Rep.",Italy,901.5
124,"Iran, Islamic Rep.",Turkey,198.62
125,Argentina,Germany,1409.31
126,Argentina,Chile,1868.95
127,Argentina,France,1774.29
128,Argentina,Brazil,5689.54
129,Argentina,Spain,961.96
130,Argentina,Italy,1354.69
131,Argentina,Netherlands,1021.64
132,Argentina,United States,4996.12
133,Chile,Japan,2279.7
134,Chile,Brazil,701.33
135,Chile,China,658.4
136,Chile,Argentina,2014.6
137,Chile,United Kingdom,1063.06
138,Chile,United States,2986.1
139,Brazil,Germany,2544.06
140,Brazil,Japan,2192.58
141,Brazil,Argentina,6109.84
142,Brazil,Italy,2703.95
143,Brazil,Netherlands,2594.11
144,Brazil,United States,12413.57
145,Netherlands,Germany,41687.65
146,Netherlands,United Kingdom,16896.27
147,Netherlands,France,17523.87
148,Netherlands,United States,16649.96
149,Netherlands,Belgium,18289.06
150,Netherlands,Special Categories,10294.15
151,Armenia,United Kingdom,67.0
152,Armenia,Russian Federation,33.82
153,Armenia,Georgia,11.1
154,Armenia,"Iran, Islamic Rep.",34.15
155,Armenia,United States,88.59
156,Armenia,Belgium,84.22
157,Georgia,Germany,24.53
158,Georgia,Armenia,15.0
159,Georgia,Azerbaijan,41.48
160,Georgia,Russian Federation,44.61
161,Georgia,Turkey,37.72
162,Georgia,United States,71.78
163,Antigua and Barbuda,United Kingdom,1.04
164,Antigua and Barbuda,Japan,36.21
165,Antigua and Barbuda,Netherlands Antilles,19.56
166,Antigua and Barbuda,St. Kitts and Nevis,1.63
167,Antigua and Barbuda,Trinidad and Tobago,21.34
168,Antigua and Barbuda,Montserrat,1.95
169,Antigua and Barbuda,France,1.07
170,Antigua and Barbuda,United States,175.97
171,St. Kitts and Nevis,United Kingdom,6.7
172,St. Kitts and Nevis,Japan,6.72
173,St. Kitts and Nevis,Netherlands Antilles,0.27
174,St. Kitts and Nevis,Canada,8.55
175,St. Kitts and Nevis,Dominica,0.45
176,St. Kitts and Nevis,Trinidad and Tobago,16.18
177,St. Kitts and Nevis,United States,89.73
178,St. Kitts and Nevis,Antigua and Barbuda,0.22
179,Trinidad and Tobago,Japan,139.25
180,Trinidad and Tobago,Netherlands Antilles,100.01
181,Trinidad and Tobago,Canada,134.11
182,Trinidad and Tobago,Jamaica,245.4
183,Trinidad and Tobago,Barbados,150.74
