,source,target,2001
0,Aruba,United Kingdom,58.04
1,Aruba,Panama,30.28
2,Aruba,Netherlands Antilles,12.06
3,Aruba,Netherlands,37.64
4,Aruba,Colombia,42.72
5,Aruba,Venezuela,13.0
6,Aruba,United States,457.21
7,United Kingdom,Germany,34086.82
8,United Kingdom,Japan,17872.35
9,United Kingdom,France,27630.95
10,United Kingdom,Netherlands,21022.36
11,United Kingdom,Ireland,20567.95
12,United Kingdom,United States,47341.17
13,Panama,Ecuador,236.72
14,Panama,Sweden,30.31
15,Panama,Costa Rica,38.77
16,Panama,Venezuela,154.27
17,Panama,Nicaragua,41.13
18,Panama,Colombia,169.0
19,Panama,United States,985.52
20,Panama,Belgium,36.52
21,Netherlands,Germany,55260.69
22,Netherlands,United Kingdom,24080.59
23,Netherlands,France,22343.51
24,Netherlands,Italy,13504.09
25,Netherlands,United States,19280.36
26,Netherlands,Belgium,25530.58
27,Colombia,Germany,416.91
28,Colombia,Mexico,596.17
29,Colombia,Brazil,582.06
30,Colombia,Venezuela,1737.39
31,Colombia,United Kingdom,287.28
32,Colombia,United States,4442.78
33,Colombia,Ecuador,699.93
34,Venezuela,Japan,749.16
35,Venezuela,Netherlands Antilles,1543.87
36,Venezuela,Mexico,773.84
37,Venezuela,Brazil,974.98
38,Venezuela,Colombia,1432.31
39,Venezuela,United States,5572.21
40,Venezuela,Dominican Republic,715.37
41,United States,Germany,29994.49
42,United States,Japan,57449.65
43,United States,Canada,163421.12
44,United States,Mexico,101295.13
45,United States,China,102267.29
46,United States,United Kingdom,40712.59
47,Anguila,United Kingdom,2.42
48,Anguila,Japan,0.12
49,Anguila,Netherlands Antilles,1.03
50,Anguila,Trinidad and Tobago,0.15
51,Anguila,France,0.34
52,Anguila,United States,54.37
53,Japan,"Other Asia, nes",24229.24
54,Japan,"Hong Kong, China",23272.47
55,Japan,China,57864.68
56,Japan,"Korea, Rep.",25296.86
57,Japan,Australia,14459.59
58,Japan,United States,63756.68
59,Japan,Indonesia,14869.38
60,Trinidad and Tobago,United Kingdom,191.39
61,Trinidad and Tobago,Brazil,199.93
62,Trinidad and Tobago,Jamaica,356.84
63,Trinidad and Tobago,Barbados,283.36
64,Trinidad and Tobago,Venezuela,436.8
65,Trinidad and Tobago,Mexico,377.42
66,Trinidad and Tobago,France,197.18
67,Trinidad and Tobago,Panama,182.56
68,Trinidad and Tobago,United States,1356.19
69,France,Germany,41519.87
70,France,United Kingdom,28480.82
71,France,Italy,26299.94
72,France,Spain,19993.39
73,France,United States,26289.09
74,Albania,Germany,16.81
75,Albania,United Kingdom,47.4
76,Albania,Greece,343.31
77,Albania,North Macedonia,6.41
78,Albania,"Serbia, FR(Serbia/Montenegro)",9.55
79,Albania,Italy,424.45
80,Albania,Turkey,80.71
81,Germany,United Kingdom,46392.57
82,Germany,France,61235.63
83,Germany,Netherlands,34007.13
84,Germany,Italy,31300.6
85,Germany,United States,39831.64
86,Greece,Germany,1175.17
87,Greece,France,1798.45
88,Greece,Bulgaria,569.69
89,Greece,Netherlands,1592.95
90,Greece,United Kingdom,824.86
91,Greece,Russian Federation,1582.59
92,Greece,Italy,3477.51
93,Greece,United States,572.51
94,North Macedonia,Germany,238.74
95,North Macedonia,Greece,184.63
96,North Macedonia,Slovenia,118.91
97,North Macedonia,"Serbia, FR(Serbia/Montenegro)",158.02
