,source,target,2020
0,Aruba,Curaçao,15.32
1,Aruba,China,34.05
2,Aruba,Netherlands,5.45
3,Aruba,Colombia,9.54
4,Aruba,Panama,34.49
5,Aruba,United States,492.93
6,Aruba,Venezuela,7.08
7,China,Vietnam,113815.24
8,China,Japan,142596.62
9,China,"Hong Kong, China",271708.49
10,China,"Korea, Rep.",112476.22
11,China,China,125264.22
12,China,"Other Asia, nes",200498.31
13,China,United States,136339.52
14,Netherlands,Germany,121983.77
15,Netherlands,United Kingdom,39909.63
16,Netherlands,China,51227.91
17,Netherlands,France,42456.97
18,Netherlands,United States,39139.0
19,Netherlands,Belgium,56465.47
20,Colombia,Germany,1643.89
21,Colombia,Panama,1428.95
22,Colombia,China,10398.87
23,Colombia,Mexico,2925.83
24,Colombia,Brazil,1274.0
25,Colombia,United States,10634.25
26,Colombia,Ecuador,1473.61
27,Panama,Guatemala,487.78
28,Panama,Mexico,753.13
29,Panama,Costa Rica,728.33
30,Panama,Singapore,392.83
31,Panama,China,3395.0
32,Panama,Colombia,568.62
33,Panama,Free Zones,1603.83
34,Panama,United States,2707.02
35,United States,Germany,117393.02
36,United States,Japan,64090.7
37,United States,Canada,255021.62
38,United States,China,457164.22
39,United States,Mexico,212671.75
40,United States,United Kingdom,58975.47
41,Angola,Thailand,876.46
42,Angola,China,1434.67
43,Angola,India,453.82
44,Angola,Brazil,527.88
45,Angola,United Arab Emirates,1049.0
46,Angola,Spain,762.49
47,Angola,Portugal,1294.54
48,Angola,United States,614.18
49,Thailand,Vietnam,11167.6
50,Thailand,Japan,22877.67
51,Thailand,"Hong Kong, China",11291.9
52,Thailand,China,49848.99
53,Thailand,Malaysia,10280.14
54,Thailand,"Other Asia, nes",8209.31
55,Thailand,United States,15131.08
56,India,United Arab Emirates,17953.34
57,India,"Hong Kong, China",9537.37
58,India,China,58798.82
59,India,Iraq,16172.95
60,India,Saudi Arabia,17723.81
61,India,United States,26615.67
62,India,Singapore,8295.02
63,Brazil,Germany,9682.98
64,Brazil,China,36737.8
65,Brazil,"Korea, Rep.",4656.44
66,Brazil,Argentina,8218.06
67,Brazil,Netherlands,6705.0
68,Brazil,United States,29722.49
69,Brazil,Canada,4229.94
70,United Arab Emirates,Japan,9457.73
71,United Arab Emirates,India,16474.08
72,United Arab Emirates,Switzerland,9848.7
73,United Arab Emirates,Iraq,13110.54
74,United Arab Emirates,Saudi Arabia,21830.75
75,United Arab Emirates,China,39387.74
76,United Arab Emirates,United States,16518.72
77,Spain,Germany,33805.2
78,Spain,France,48194.76
79,Spain,China,33510.18
80,Spain,United Kingdom,18748.47
81,Spain,Italy,20338.28
82,Spain,Portugal,22626.71
83,Portugal,Germany,7296.14
84,Portugal,France,8350.53
85,Portugal,Netherlands,4304.83
86,Portugal,United Kingdom,3502.79
87,Portugal,Spain,25246.09
88,Portugal,Italy,4058.88
89,Portugal,United States,3054.67
90,Albania,Germany,131.65
91,Albania,Greece,484.96
92,Albania,China,485.88
93,Albania,"Serbia, FR(Serbia/Montenegro)",293.34
94,Albania,Italy,1366.17
95,Albania,Turkey,521.41
96,Albania,Spain,144.98
97,Germany,Poland,66815.19
98,Germany,China,134918.98
99,Germany,France,103733.11
100,Germany,Netherlands,89121.73
101,Germany,United Kingdom,76506.8
102,Germany,United States,78402.82
103,Greece,Germany,2686.29
104,Greece,Bulgaria,1682.45
105,Greece,China,4275.1
106,Greece,Netherlands,3399.96
107,Greece,Russian Federation,3336.07
108,Greece,France,2025.44
109,Greece,Italy,4602.63
110,Greece,Cyprus,2096.84
111,"Serbia, FR(Serbia/Montenegro)",Germany,2512.31
112,"Serbia, FR(Serbia/Montenegro)",Romania,1271.01
113,"Serbia, FR(Serbia/Montenegro)",Bosnia and Herzegovina,1382.73
114,"Serbia, FR(Serbia/Montenegro)",China,3290.11
115,"Serbia, FR(Serbia/Montenegro)",Russian Federation,1566.24
116,"Serbia, FR(Serbia/Montenegro)",Italy,2203.27
117,"Serbia, FR(Serbia/Montenegro)",Hungary,922.74
118,Italy,Germany,64060.38
119,Italy,Switzerland,28826.91
120,Italy,France,51614.46
121,Italy,China,36842.1
122,Italy,Netherlands,25470.73
123,Italy,United Kingdom,25777.81
124,Italy,United States,48473.45
125,Italy,Spain,23303.42
126,Turkey,Germany,15980.4
127,Turkey,Iraq,9142.52
128,Turkey,China,23040.81
129,Turkey,United Kingdom,11236.97
130,Turkey,Russian Federation,17829.24
131,Turkey,Italy,8082.85
132,Turkey,United States,11525.37
133,Turkey,Special Categories,13662.69
134,Andorra,Germany,2.44
135,Andorra,Norway,4.79
136,Andorra,France,17.33
137,Andorra,China,37.52
138,Andorra,Spain,1089.46
139,Andorra,Italy,37.46
140,Norway,Germany,9970.85
141,Norway,United Kingdom,14324.47
142,Norway,Sweden,8646.25
143,Norway,China,9740.3
144,Norway,Netherlands,8151.25
145,Norway,United States,5520.58
146,France,Germany,69891.04
147,France,Netherlands,50231.29
148,France,Italy,48601.33
149,France,Spain,45922.71
150,France,United States,37082.57
151,France,Belgium,35958.77
152,Japan,"Other Asia, nes",26780.22
153,Japan,"Hong Kong, China",32012.37
154,Japan,China,163850.56
155,Japan,"Korea, Rep.",44688.45
156,Japan,Australia,35790.72
157,Japan,United States,71767.26
158,Switzerland,Germany,48962.2
159,Switzerland,China,17668.97
160,Switzerland,France,16471.72
161,Switzerland,United Kingdom,16804.16
162,Switzerland,Italy,23672.61
163,Switzerland,United States,20889.65
164,Saudi Arabia,Germany,6809.08
165,Saudi Arabia,United Arab Emirates,8917.21
166,Saudi Arabia,China,26509.17
167,Saudi Arabia,India,6367.02
168,Saudi Arabia,United States,14103.51
169,Saudi Arabia,Singapore,2872.34
170,Argentina,Germany,1987.98
