,source,target,1996
0,Albania,Germany,14.63
1,Albania,Bulgaria,35.54
2,Albania,Greece,190.46
3,Albania,North Macedonia,6.49
4,Albania,Italy,378.16
5,Albania,Turkey,6.56
6,Germany,United Kingdom,42298.44
7,Germany,France,58431.31
8,Germany,Netherlands,40059.37
9,Germany,Italy,38777.78
10,Germany,United States,32876.28
11,Bulgaria,Germany,442.0
12,Bulgaria,Greece,195.97
13,Bulgaria,Russian Federation,479.97
14,Bulgaria,Italy,318.68
15,Bulgaria,Turkey,384.24
16,Greece,Germany,2207.22
17,Greece,United Kingdom,706.33
18,Greece,France,598.44
19,Greece,Netherlands,1821.19
20,Greece,Italy,4973.26
21,Greece,United States,454.74
22,North Macedonia,Germany,214.61
23,North Macedonia,Greece,102.41
24,North Macedonia,Slovenia,124.23
25,North Macedonia,"Serbia, FR(Serbia/Montenegro)",165.56
26,North Macedonia,Russian Federation,122.31
27,North Macedonia,Italy,109.8
28,North Macedonia,United States,70.71
29,Italy,Germany,44087.7
30,Italy,United Kingdom,16324.95
31,Italy,France,32041.42
32,Italy,Netherlands,12507.77
33,Italy,Spain,12627.41
34,Italy,United States,10168.55
35,Turkey,Germany,5152.15
36,Turkey,United Kingdom,1246.67
37,Turkey,France,2739.5
38,Turkey,Russian Federation,1494.43
39,Turkey,Italy,4245.07
40,Turkey,United States,3287.57
41,Andorra,Germany,45.73
42,Andorra,United Kingdom,41.76
43,Andorra,Belgium-Luxembourg,1.01
44,Andorra,Switzerland,0.62
45,Andorra,France,18.2
46,Andorra,Portugal,1.09
47,Andorra,Spain,433.2
48,Andorra,United States,42.21
49,United Kingdom,Germany,29895.8
50,United Kingdom,France,23876.74
51,United Kingdom,Netherlands,19136.48
52,United Kingdom,Italy,14349.75
53,United Kingdom,Ireland,13421.85
54,United Kingdom,United States,32543.31
55,Belgium-Luxembourg,Germany,33014.68
56,Belgium-Luxembourg,United Kingdom,14873.76
57,Belgium-Luxembourg,France,28964.0
58,Belgium-Luxembourg,Netherlands,21841.75
59,Belgium-Luxembourg,United States,9563.99
60,Belgium-Luxembourg,Special Categories,8765.79
61,Switzerland,Germany,18073.13
62,Switzerland,United Kingdom,5023.57
63,Switzerland,France,7477.64
64,Switzerland,Italy,8401.31
65,Switzerland,United States,5615.68
66,France,Germany,49120.35
67,France,United Kingdom,26853.03
68,France,Belgium-Luxembourg,23345.35
69,France,Italy,28125.1
70,France,Spain,22712.22
71,France,United States,22420.87
72,Portugal,Germany,4413.54
73,Portugal,United Kingdom,2567.64
74,Portugal,France,3371.99
75,Portugal,Spain,7666.32
76,Portugal,Italy,2824.96
77,Portugal,Netherlands,1164.44
78,Spain,Germany,14920.05
79,Spain,United Kingdom,8425.82
80,Spain,France,20602.47
81,Spain,Italy,11850.04
82,Spain,Portugal,8922.09
83,Spain,United States,7609.02
84,United States,Germany,39989.23
85,United States,Japan,67514.64
86,United States,Canada,132579.56
87,United States,Mexico,56758.56
88,United States,"Korea, Rep.",26582.87
89,United States,China,54396.46
90,United States,United Kingdom,30914.9
91,Argentina,Germany,1427.3
92,Argentina,Chile,1765.8
93,Argentina,France,1181.26
94,Argentina,Brazil,6614.8
95,Argentina,Spain,736.68
96,Argentina,Italy,1503.49
97,Argentina,Netherlands,1225.38
98,Argentina,United States,4749.12
99,Chile,Japan,2530.56
100,Chile,Mexico,927.18
101,Chile,Brazil,946.74
102,Chile,"Korea, Rep.",892.21
103,Chile,United Kingdom,916.6
104,Chile,Argentina,1634.18
105,Chile,United States,4109.48
106,Brazil,Germany,2082.67
107,Brazil,Japan,3047.11
108,Brazil,Argentina,7100.97
109,Brazil,Italy,3070.82
110,Brazil,Netherlands,3548.73
111,Brazil,United States,12631.66
112,Netherlands,Germany,45896.31
113,Netherlands,United Kingdom,14846.77
114,Netherlands,Belgium-Luxembourg,16563.58
115,Netherlands,France,17477.83
116,Netherlands,United States,13497.39
117,Netherlands,Special Categories,16630.47
118,Australia,Germany,3600.77
119,Australia,United Kingdom,3890.33
120,Australia,Japan,10097.62
121,Australia,New Zealand,4219.44
122,Australia,"Korea, Rep.",5405.77
123,Australia,China,3188.83
124,Australia,United States,14052.52
125,Japan,"Other Asia, nes",14959.3
126,Japan,"Hong Kong, China",25355.85
127,Japan,China,40436.1
128,Japan,"Korea, Rep.",29327.99
129,Japan,United States,79771.03
130,Japan,Indonesia,15193.83
131,New Zealand,Germany,689.6
132,New Zealand,United Kingdom,922.26
133,New Zealand,Japan,2208.93
134,New Zealand,"Korea, Rep.",677.34
135,New Zealand,Australia,3569.9
136,New Zealand,United States,2458.13
137,"Korea, Rep.",Germany,7239.17
138,"Korea, Rep.",Japan,15766.81
139,"Korea, Rep.","Hong Kong, China",11130.95
140,"Korea, Rep.",China,8538.2
141,"Korea, Rep.",Saudi Arabia,6666.85
142,"Korea, Rep.",United States,33319.8
143,"Korea, Rep.",Singapore,6438.76
144,China,Japan,30886.21
145,China,"Hong Kong, China",7826.64
146,China,Germany,5842.67
147,China,"Korea, Rep.",7499.85
148,China,"Other Asia, nes",16180.04
149,China,United States,16155.12
150,Austria,Germany,21219.82
151,Austria,Switzerland,3063.26
152,Austria,France,2345.82
153,Austria,Italy,5904.44
154,Austria,United States,2991.2
155,Austria,Hungary,2258.38
156,Hungary,Germany,3754.59
157,Hungary,France,479.45
158,Hungary,Russian Federation,752.34
159,Hungary,Italy,1309.67
160,Hungary,Austria,1302.89
161,Azerbaijan,Germany,77.22
162,Azerbaijan,United Arab Emirates,108.55
163,Azerbaijan,Turkmenistan,34.33
164,Azerbaijan,Russian Federation,111.38
165,Azerbaijan,Turkey,39.05
166,Azerbaijan,Georgia,91.56
167,Azerbaijan,"Iran, Islamic Rep.",226.11
168,Azerbaijan,Ukraine,94.42
169,Russian Federation,Germany,7080.35
170,Russian Federation,China,4750.37
171,Russian Federation,Switzerland,4009.54
172,Russian Federation,Kazakhstan,3041.94
173,Russian Federation,United States,2921.71
174,Russian Federation,Special Categories,15584.04
175,Russian Federation,Ukraine,6294.5
176,Georgia,Bulgaria,43.27
177,Georgia,Turkmenistan,13.43
178,Georgia,Romania,40.94
179,Georgia,Armenia,21.03
180,Georgia,Azerbaijan,78.7
181,Georgia,Russian Federation,56.66
182,Georgia,Turkey,25.89
183,Ukraine,Germany,392.7
184,Ukraine,Poland,509.16
185,Ukraine,China,768.07
186,Ukraine,Turkmenistan,1541.19
187,Ukraine,Belarus,721.85
188,Ukraine,Russian Federation,5553.18
189,Ukraine,Turkey,408.42
190,Ukraine,United States,565.82
191,Burundi,Germany,11.24
192,Burundi,Rwanda,4.33
193,Burundi,Belgium-Luxembourg,21.07
194,Burundi,Switzerland,6.64
195,Burundi,France,11.46
196,Burundi,United Kingdom,7.76
197,Burundi,Saudi Arabia,16.25
198,Burundi,Italy,15.79
199,Rwanda,Germany,12.91
200,Rwanda,Kenya,2.86
201,Rwanda,United Arab Emirates,14.36
202,Rwanda,Uganda,1.06
203,Rwanda,Belgium-Luxembourg,40.46
204,Rwanda,Tanzania,2.34
205,Rwanda,South Africa,0.44
206,Saudi Arabia,Germany,2082.17
207,Saudi Arabia,United Kingdom,2492.47
208,Saudi Arabia,Japan,6934.77
209,Saudi Arabia,France,2591.99
210,Saudi Arabia,Italy,1308.55
211,Saudi Arabia,Netherlands,2012.7
212,Saudi Arabia,United States,6080.95
213,Saudi Arabia,Special Categories,25977.24
214,Burkina Faso,Cote d'Ivoire,100.07
215,Burkina Faso,France,19.16
216,Burkina Faso,India,26.86
217,Burkina Faso,Togo,10.45
218,Burkina Faso,Ghana,2.97
219,Burkina Faso,Mali,5.36
220,Burkina Faso,United States,25.69
221,Burkina Faso,Nigeria,29.71
222,Cote d'Ivoire,Germany,214.34
223,Cote d'Ivoire,France,717.06
224,Cote d'Ivoire,Italy,118.74
225,Cote d'Ivoire,Netherlands,713.19
226,Cote d'Ivoire,United States,135.66
227,Cote d'Ivoire,Nigeria,546.68
228,India,Germany,1892.97
229,India,Japan,2005.87
230,India,"Hong Kong, China",1862.51
231,India,United Kingdom,2049.48
232,India,Belgium-Luxembourg,2234.8
233,India,United States,3615.28
234,Togo,Germany,32.43
235,Togo,"Other Asia, nes",34.7
236,Togo,Cote d'Ivoire,72.71
237,Togo,Switzerland,31.72
238,Togo,France,142.55
239,Togo,Netherlands,37.43
240,Togo,Ghana,31.32
241,Togo,Benin,54.87
242,Togo,Canada,31.62
243,Togo,Nigeria,60.25
244,Ghana,Germany,307.09
245,Ghana,United Kingdom,552.06
246,Ghana,Japan,159.31
247,Ghana,Switzerland,620.65
248,Ghana,Italy,112.11
249,Ghana,Netherlands,207.59
