,source,target,2009
0,Aruba,United Kingdom,54.05
1,Aruba,Panama,32.79
2,Aruba,Netherlands Antilles,26.51
3,Aruba,Netherlands,177.78
4,Aruba,Colombia,41.46
5,Aruba,United States,542.78
6,Aruba,Venezuela,17.42
7,United Kingdom,Germany,39446.09
8,United Kingdom,France,29003.2
9,United Kingdom,China,52101.3
10,United Kingdom,Netherlands,27739.96
11,United Kingdom,Ireland,24448.03
12,United Kingdom,United States,52234.7
13,Panama,Costa Rica,451.96
14,Panama,Singapore,1805.28
15,Panama,China,2133.8
16,Panama,Japan,426.3
17,Panama,Colombia,1302.8
18,Panama,"Other Asia, nes",866.3
19,Panama,"Hong Kong, China",870.28
20,Panama,United States,2948.29
21,Panama,Venezuela,1787.05
22,Netherlands,Germany,104921.01
23,Netherlands,United Kingdom,36107.42
24,Netherlands,China,30604.22
25,Netherlands,France,38347.76
26,Netherlands,Italy,22334.05
27,Netherlands,United States,32081.66
28,Netherlands,Belgium,48299.83
29,Colombia,Switzerland,1038.24
30,Colombia,Mexico,2297.89
31,Colombia,France,1514.31
32,Colombia,Brazil,2146.58
33,Colombia,China,3715.17
34,Colombia,Netherlands,1344.59
35,Colombia,United States,9505.79
36,Colombia,Venezuela,4049.56
37,Colombia,Ecuador,1257.33
38,United States,Germany,72632.76
39,United States,Japan,51178.32
40,United States,Canada,204720.83
41,United States,China,309530.23
42,United States,Mexico,128997.66
43,United States,United Kingdom,45707.87
44,Venezuela,"Other Asia, nes",2573.34
45,Venezuela,China,4034.46
46,Venezuela,Mexico,1461.1
47,Venezuela,Brazil,3396.43
48,Venezuela,Colombia,4417.55
49,Venezuela,United States,10545.41
50,Afghanistan,Japan,336.77
51,Afghanistan,India,76.01
52,Afghanistan,Kazakhstan,290.56
53,Afghanistan,China,360.06
54,Afghanistan,Pakistan,307.47
55,Afghanistan,Uzbekistan,875.87
56,Afghanistan,Russian Federation,25.66
57,Afghanistan,United States,17.31
58,Afghanistan,"Iran, Islamic Rep.",41.28
59,Japan,United Arab Emirates,22665.34
60,Japan,"Other Asia, nes",36434.43
61,Japan,"Hong Kong, China",31893.95
62,Japan,China,122574.08
63,Japan,"Korea, Rep.",47273.09
64,Japan,Saudi Arabia,29150.98
65,Japan,Australia,34751.48
66,Japan,United States,60590.11
67,India,United Arab Emirates,25415.97
68,India,"Hong Kong, China",7155.71
69,India,China,30613.37
70,India,Saudi Arabia,14494.39
71,India,Australia,12017.05
72,India,United States,15998.42
73,Kazakhstan,Germany,2041.86
74,Kazakhstan,China,3569.53
75,Kazakhstan,Switzerland,2668.22
76,Kazakhstan,Russian Federation,3546.97
77,Kazakhstan,France,3381.51
78,Kazakhstan,Italy,1915.33
79,Kazakhstan,Ukraine,2131.55
80,China,Japan,97910.97
81,China,"Hong Kong, China",166216.92
82,China,Germany,49919.56
83,China,"Korea, Rep.",53679.88
84,China,China,86413.99
85,China,"Other Asia, nes",85722.96
86,China,United States,77755.1
87,Pakistan,United Arab Emirates,1538.59
88,Pakistan,China,3779.77
89,Pakistan,Afghanistan,1373.86
90,Pakistan,Kuwait,1804.25
91,Pakistan,United Kingdom,942.61
92,Pakistan,Saudi Arabia,3500.11
93,Pakistan,United States,1800.32
94,Russian Federation,Germany,18708.18
95,Russian Federation,China,22859.88
96,Russian Federation,France,8430.08
97,Russian Federation,Belarus,16717.0
98,Russian Federation,Italy,25060.0
99,Russian Federation,Netherlands,36289.88
100,Russian Federation,United States,9203.77
101,Russian Federation,Ukraine,9121.0
102,Angola,South Africa,1465.9
103,Angola,China,2094.78
104,Angola,India,3659.56
105,Angola,Brazil,1587.72
106,Angola,France,3030.21
107,Angola,Portugal,3704.04
108,Angola,United States,1947.7
109,Angola,Canada,2324.86
110,South Africa,Germany,3512.74
111,South Africa,Japan,4096.14
112,South Africa,China,8325.31
113,South Africa,United Kingdom,3002.06
114,South Africa,Saudi Arabia,3204.05
115,South Africa,United States,4949.37
116,Brazil,Germany,6171.9
117,Brazil,Japan,5583.6
118,Brazil,China,16937.0
119,Brazil,Argentina,11719.6
120,Brazil,Netherlands,7028.56
121,Brazil,United States,21188.18
122,France,Germany,68985.01
123,France,China,41252.58
124,France,United Kingdom,33747.31
125,France,Italy,42959.19
126,France,Spain,37242.57
127,France,United States,34722.67
128,France,Belgium,35348.72
129,Portugal,Germany,5705.15
130,Portugal,Angola,3123.56
131,Portugal,France,5464.6
132,Portugal,Netherlands,3842.61
133,Portugal,United Kingdom,2475.81
134,Portugal,Spain,23516.77
135,Portugal,Italy,4171.93
136,Canada,Germany,9515.79
137,Canada,Japan,7299.6
138,Canada,China,34872.19
139,Canada,Mexico,4220.21
140,Canada,United Kingdom,10588.18
141,Canada,United States,164245.76
142,Albania,Germany,37.1
143,Albania,China,329.3
144,Albania,Greece,705.1
145,Albania,Slovak Republic,60.28
146,Albania,Italy,1186.43
147,Albania,Turkey,292.52
148,Germany,France,113102.14
149,Germany,China,79318.16
150,Germany,Netherlands,73105.41
151,Germany,United Kingdom,74114.91
152,Germany,Italy,51426.28
153,Germany,United States,55787.03
154,Greece,Germany,2431.03
155,Greece,France,3832.06
156,Greece,Bulgaria,1447.67
157,Greece,China,4242.97
158,Greece,Russian Federation,4236.93
159,Greece,Italy,8126.3
160,Greece,United States,1215.59
161,Greece,Cyprus,1621.32
162,Slovak Republic,Germany,10986.97
163,Slovak Republic,Czech Republic,6212.03
164,Slovak Republic,"Korea, Rep.",3737.98
165,Slovak Republic,Poland,3899.73
166,Slovak Republic,Russian Federation,4846.51
167,Slovak Republic,France,4319.76
168,Slovak Republic,Hungary,3828.65
169,Italy,Germany,51525.07
170,Italy,France,47400.94
171,Italy,China,26966.35
172,Italy,Netherlands,23596.49
173,Italy,United Kingdom,20856.55
174,Italy,Spain,18328.92
175,Italy,United States,23857.71
176,Turkey,Germany,9793.01
177,Turkey,Iraq,5123.41
178,Turkey,China,12676.57
179,Turkey,United Kingdom,5938.0
180,Turkey,Russian Federation,19450.09
181,Turkey,France,6211.42
182,Turkey,Italy,7594.65
183,Turkey,United States,8575.89
184,Andorra,Germany,69.4
185,Andorra,Norway,3.95
186,Andorra,France,14.91
187,Andorra,China,55.15
188,Andorra,Italy,50.69
189,Andorra,Spain,952.15
190,Norway,Germany,14578.34
191,Norway,Sweden,9419.28
192,Norway,Denmark,4615.5
193,Norway,China,5307.96
194,Norway,United Kingdom,26987.92
195,Norway,France,9396.13
196,Norway,Netherlands,13300.14
197,Norway,United States,4080.65
198,Spain,Germany,24697.69
199,Spain,United Kingdom,14081.72
200,Spain,France,43148.95
201,Spain,China,20164.54
202,Spain,Italy,20804.55
203,Spain,Portugal,20523.08
204,United Arab Emirates,Germany,8168.27
205,United Arab Emirates,"Other Asia, nes",47578.07
206,United Arab Emirates,India,16763.73
207,United Arab Emirates,Iraq,4200.64
208,United Arab Emirates,China,13022.62
209,United Arab Emirates,"Iran, Islamic Rep.",7614.68
210,United Arab Emirates,United States,11313.4
211,"Other Asia, nes",Japan,14497.98
212,"Other Asia, nes","Hong Kong, China",29428.63
213,"Other Asia, nes",China,24490.5
214,"Other Asia, nes","Korea, Rep.",10529.92
215,"Other Asia, nes",Saudi Arabia,8682.2
216,"Other Asia, nes",United States,18336.93
217,"Other Asia, nes",Singapore,8591.88
218,Argentina,Germany,1993.91
219,Argentina,Chile,4386.66
220,Argentina,China,4822.6
221,Argentina,Brazil,11379.43
222,Argentina,Netherlands,2392.14
223,Argentina,United States,5169.64
224,Chile,China,6101.48
225,Chile,"Korea, Rep.",3241.49
226,Chile,Brazil,2821.67
227,Chile,Japan,5103.3
228,Chile,Argentina,4647.5
229,Chile,United States,7890.69
230,Armenia,Germany,114.79
231,Armenia,Bulgaria,60.02
232,Armenia,China,284.81
233,Armenia,Russian Federation,107.03
234,Armenia,Turkey,177.77
235,Armenia,Netherlands,52.16
236,Armenia,"Iran, Islamic Rep.",133.9
237,Armenia,United States,66.43
238,Armenia,Ukraine,202.62
239,Bulgaria,Germany,1847.88
240,Bulgaria,Romania,1410.95
241,Bulgaria,Greece,1296.0
242,Bulgaria,Russian Federation,3648.61
243,Bulgaria,Italy,1859.27
244,Bulgaria,Turkey,1202.78
245,Ukraine,Germany,3851.56
246,Ukraine,Poland,2170.23
247,Ukraine,Kazakhstan,2033.94
248,Ukraine,China,2734.17
249,Ukraine,Belarus,1258.9
250,Ukraine,Russian Federation,8494.86
251,Ukraine,Turkey,2126.52
252,Antigua and Barbuda,United Kingdom,28.13
253,Antigua and Barbuda,Japan,23.97
254,Antigua and Barbuda,Netherlands Antilles,61.25
255,Antigua and Barbuda,St. Kitts and Nevis,60.86
256,Antigua and Barbuda,Trinidad and Tobago,22.24
257,Antigua and Barbuda,Suriname,15.31
258,Antigua and Barbuda,United States,219.15
259,Antigua and Barbuda,British Virgin Islands,13.34
260,St. Kitts and Nevis,United Kingdom,12.52
261,St. Kitts and Nevis,Japan,7.43
262,St. Kitts and Nevis,Netherlands Antilles,0.49
263,St. Kitts and Nevis,St. Vincent and the Grenadines,0.55
264,St. Kitts and Nevis,Trinidad and Tobago,22.65
265,St. Kitts and Nevis,St. Lucia,0.86
266,St. Kitts and Nevis,United States,195.46
267,St. Kitts and Nevis,Antigua and Barbuda,1.51
268,Trinidad and Tobago,Gabon,483.63
269,Trinidad and Tobago,Jamaica,476.35
270,Trinidad and Tobago,China,352.83
271,Trinidad and Tobago,Barbados,275.15
272,Trinidad and Tobago,United Kingdom,370.75
273,Trinidad and Tobago,Russian Federation,543.72
274,Trinidad and Tobago,Spain,462.26
275,Trinidad and Tobago,Colombia,689.85
276,Trinidad and Tobago,United States,2159.31
277,Suriname,Japan,49.65
278,Suriname,Switzerland,156.46
279,Suriname,Trinidad and Tobago,276.55
280,Suriname,China,87.37
281,Suriname,United Arab Emirates,110.38
282,Suriname,Netherlands,261.75
283,Suriname,United States,388.64
284,Suriname,Canada,375.79
285,Suriname,Belgium,220.1
286,Australia,Japan,30014.17
287,Australia,Thailand,9303.74
288,Australia,China,29211.72
289,Australia,India,11363.67
290,Australia,"Korea, Rep.",12281.99
291,Australia,Singapore,8792.37
292,Australia,United States,18669.86
293,Thailand,Japan,15731.84
294,Thailand,United Arab Emirates,6666.49
295,Thailand,"Hong Kong, China",9484.39
296,Thailand,China,17028.92
297,Thailand,Australia,8579.11
298,Thailand,Malaysia,8575.32
299,Thailand,United States,8437.21
300,"Korea, Rep.",Japan,21770.82
301,"Korea, Rep.","Hong Kong, China",19660.84
302,"Korea, Rep.",China,54245.68
303,"Korea, Rep.",Saudi Arabia,19736.85
304,"Korea, Rep.",Australia,14755.93
305,"Korea, Rep.",United States,29160.31
306,"Korea, Rep.",Singapore,13616.99
307,Singapore,Japan,18896.15
308,Singapore,"Hong Kong, China",31292.27
309,Singapore,China,25954.49
310,Singapore,Indonesia,14485.62
311,Singapore,Malaysia,31189.84
312,Singapore,United States,29216.31
313,Austria,Germany,40799.37
314,Austria,Switzerland,6620.95
315,Austria,China,6236.58
316,Austria,France,5217.47
317,Austria,Italy,9173.29
318,Austria,Czech Republic,4714.03
319,Austria,United States,5629.84
320,Switzerland,Germany,35048.33
321,Switzerland,United Kingdom,17571.7
322,Switzerland,France,15220.16
323,Switzerland,Italy,18170.49
324,Switzerland,United States,15572.84
325,Czech Republic,Germany,36438.82
326,Czech Republic,Poland,6577.66
327,Czech Republic,Slovak Republic,5708.55
328,Czech Republic,China,10546.0
329,Czech Republic,United Kingdom,5574.19
